"controle";"categoria";"tipo";"calibre";"marca";"quantidade";"origem"
"22447071-2019";1;"revólver";".22 lr";"rossi";1;1
"22447071-2019";1;"carabina";".22 lr";"cbc";1;1
"27931901-2019";1;"revólver";".38 spl";"taurus";1;2
"28737011-2019";1;"revólver";".38";"indeterminado";1;1
"35174861-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"48988101-2019";1;"revólver";".38";"pucara";1;1
"59374831-2019";1;"pistola";".380";"taurus";1;2
"63266121-2019";1;"revólver";".32";"rossi";1;2
"67609241-2019";1;"revólver";".38";"indeterminado";1;1
"71035131-2019";1;"pistola";".40 s&w (10 x 22)";"s&w";1;1
"76460521-2019";1;"pistola";".25 acp  (6,35  x 15 mm)";"beretta";1;2
"80996631-2019";1;"pistola";"indeterminado";"indeterminado";1;1
"88350001-2019";1;"revólver";".38 spl";"taurus";1;2
"09161411-2019";1;"revólver";".38";"taurus";1;2
"16098421-2019";1;"revólver";".22 lr";"rossi";1;2
"20069031-2019";1;"revólver";".32 s&w long";"taurus";1;1
"21736471-2019";1;"revólver";".38";"taurus";1;2
"22439151-2019";1;"pistola";".380";"não identificada";1;1
"24745671-2019";1;"revólver";".32";"não identificada";1;1
"31413191-2019";1;"revólver";".357 magnum";"colt";1;1
"32496441-2019";1;"revólver";".32 s&w long";"ina";1;1
"41124811-2019";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;1
"41124811-2019";1;"pistola";"9 mm";"glock";1;1
"51183061-2019";1;"revólver";"22";"taurus";1;2
"52444481-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"53402301-2019";1;"pistola";".22 long";"beretta";1;1
"58808901-2019";1;"revólver";".38";"taurus";1;2
"61654011-2019";1;"revólver";".32";"taurus";1;2
"67225091-2019";1;"revólver";".38";"taurus";1;2
"70185731-2019";1;"revólver";".38";"taurus";1;2
"81523381-2019";1;"revólver";".32 s&w long";"taurus";1;2
"85573641-2019";1;"pistola";"9 mm";"girsan";1;1
"87028151-2019";1;"pistola";".40";"taurus";1;2
"91924501-2019";1;"revólver";".38 spl";"taurus";1;1
"92289191-2019";1;"pistola";"9 mm";"zigana";1;1
"09952371-2019";1;"pistola";"9 mm";"sig-sauer";1;1
"09952371-2019";1;"pistola";".40";"glock";1;1
"12487531-2019";1;"revólver";".38 spl";"taurus";1;2
"19738711-2019";1;"espingarda";"indeterminado";"indeterminado";1;1
"22038231-2019";1;"pistola";".40";"glock";1;88
"25610211-2019";1;"pistola";".40 s&w (10 x 22)";"taurus";1;2
"27363541-2019";1;"revólver";".38";"taurus";1;2
"30953551-2019";1;"arma de fabricação caseira";"32";"não identificada";1;1
"30953551-2019";1;"arma de fabricação caseira";"32";"não identificada";1;1
"39621691-2019";1;"garrucha";"22";"rossi";1;2
"43567571-2019";1;"espingarda";"28";"rossi";1;1
"43567571-2019";1;"revólver";"indeterminado";"indeterminado";1;1
"49778411-2019";1;"revólver";".38";"rossi";1;2
"55920421-2019";1;"fuzil";"5,56 mm";"indeterminado";1;1
"59420201-2019";1;"pistola";"9 mm";"zigana";1;1
"62587311-2019";1;"pistola";"9 mm";"d b - diamondback";1;1
"63999191-2019";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"71532021-2019";1;"outros";"9 mm";"indeterminado";1;1
"71532021-2019";1;"pistola";"9 mm";"não identificada";1;1
"71919911-2019";1;"revólver";".38";"taurus";1;2
"77590901-2019";1;"revólver";".32";"taurus";1;2
"89422901-2019";1;"pistola";".380";"taurus";1;1
"90407481-2019";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"00126761-2019";1;"pistola";"9 mm";"bersa";1;1
"06015341-2019";1;"espingarda";"12";"boito";1;2
"07985801-2019";1;"pistola";"9 mm";"zigana";1;1
"22044251-2019";1;"revólver";".32";"indeterminado";1;1
"22257671-2019";1;"pistola";"9 mm";"taurus";1;1
"28650991-2019";1;"fuzil";"5,56 mm";"ak";1;1
"28683501-2019";1;"revólver";".38";"rossi";1;2
"38440921-2019";1;"pistola";"9 mm";"glock";1;1
"39342021-2019";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;2
"47612301-2019";1;"pistola";"9 mm";"não identificada";1;1
"47612301-2019";1;"fuzil";"5,56 mm";"indeterminado";1;1
"47612301-2019";1;"fuzil";"7,62";"não identificada";1;1
"47857181-2019";1;"revólver";".38 spl";"taurus";1;2
"54995691-2019";1;"revólver";".38";"indeterminado";1;1
"69301731-2019";1;"pistola";".380";"taurus";1;2
"73539371-2019";1;"pistola";".40";"glock";1;1
"73539371-2019";1;"pistola";"9 mm";"cz";1;1
"81142811-2019";1;"pistola";".40";"glock";1;1
"84152261-2019";1;"espingarda";"12";"mossberg";1;1
"84152261-2019";1;"revólver";".38 spl";"rossi";1;1
"88336681-2019";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"06555891-2019";1;"revólver";"indeterminado";"indeterminado";1;1
"27715121-2019";1;"pistola";"9 mm";"indeterminado";1;1
"34315911-2019";1;"revólver";"22";"indeterminado";1;1
"34315911-2019";1;"revólver";"22";"rossi";1;1
"41685611-2019";1;"pistola";".380";"taurus";1;2
"54076091-2019";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;1
"59226871-2019";1;"fuzil";"5,56 mm";"não identificada";1;1
"64558101-2019";1;"pistola";"9 mm";"girsan";1;1
"71084921-2019";1;"revólver";".32 long";"ina";1;1
"73351411-2019";1;"espingarda";"12";"boito";1;2
"73785721-2019";1;"revólver";".38";"indeterminado";1;1
"73843041-2019";1;"revólver";".38 spl";"taurus";1;2
"76213431-2019";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;2
"81498901-2019";1;"pistola";"9 mm";"girsan";1;1
"83348541-2019";1;"revólver";".38";"taurus";1;2
"84302711-2019";1;"pistola";"9 mm";"cz";1;1
"87727181-2019";1;"revólver";".38";"não identificada";1;1
"90371061-2019";1;"pistola";"9 mm luger (9x19mm)";"sarsilmaz";1;1
"91267061-2019";1;"pistola";"9 mm";"bersa";1;1
"93871431-2019";1;"pistola";".22 lr";"não identificada";1;1
"00562941-2019";1;"fuzil";".308 winchester (7,62x51 mm)";"imbel";1;2
"01543691-2019";1;"pistola";"9 mm";"taurus";1;2
"03560081-2019";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"04354401-2019";1;"revólver";".38";"taurus";1;2
"07898791-2019";1;"pistola";".40";"não identificada";1;1
"23237821-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"29453221-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"36242421-2019";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"37510851-2019";1;"espingarda";".32";"rossi";1;2
"59079441-2019";1;"revólver";".38";"taurus";1;2
"60441181-2019";1;"pistola";"9 mm";"taurus";1;2
"60898531-2019";1;"revólver";".32";"taurus";1;2
"65102921-2019";1;"espingarda";"28";"cbc";1;2
"66886111-2019";1;"pistola";".40 s&w (10 x 22)";"taurus";1;2
"66886111-2019";1;"espingarda";"12";"boito";1;1
"70262101-2019";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;1
"82732341-2019";1;"pistola";".45";"indeterminado";1;1
"86807381-2019";1;"revólver";".38";"rossi";1;2
"86807381-2019";1;"pistola";"9 mm";"taurus";1;2
"96924891-2019";1;"garrucha";".38";"indeterminado";1;1
"97574071-2019";1;"revólver";".38 spl";"rossi";1;2
"01780331-2019";1;"pistola";".40";"taurus";1;2
"03566681-2019";1;"revólver";".22 lr";"rossi";1;2
"07416361-2019";1;"revólver";".38";"rossi";1;1
"15336201-2019";1;"pistola";"9 mm";"ruger";1;1
"15336201-2019";1;"revólver";".38";"indeterminado";1;1
"16839511-2019";1;"revólver";".38";"taurus";1;2
"20123851-2019";1;"revólver";".38";"taurus";1;2
"24027761-2019";1;"pistola";".40";"taurus";1;2
"30374701-2019";1;"fuzil";"5,56 nato (5.56 x 45 mm)";"não identificada";1;1
"32969241-2019";1;"pistola";"9 mm";"bersa";1;1
"35990081-2019";1;"pistola";".40";"glock";1;1
"42352261-2019";1;"pistola";".40";"glock";1;1
"42352261-2019";1;"pistola";".40";"glock";1;1
"42352261-2019";1;"pistola";"9 mm";"tanfoglio";1;1
"42352261-2019";1;"pistola";".40";"taurus";1;2
"42352261-2019";1;"fuzil";".308";"não identificada";1;1
"52450851-2019";1;"revólver";".357 magnum";"s&w";1;1
"58387861-2019";1;"revólver";".38";"rossi";1;1
"60121391-2019";1;"revólver";".38";"taurus";1;2
"61763741-2019";1;"revólver";".32 long";"s&w";1;1
"64603391-2019";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"64603391-2019";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"64761331-2019";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;1
"80756681-2019";1;"fuzil";"5,56 mm";"colt";1;1
"82403931-2019";1;"pistola";".40 auto";"glock";1;1
"82875451-2019";1;"fuzil";"5,56 mm";"indeterminado";1;1
"91082191-2019";1;"pistola";"9 mm";"girsan";1;1
"97053771-2019";1;"pistola";".40";"glock";1;1
"97053771-2019";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;1
"97680261-2019";1;"espingarda";"32";"beretta";1;2
"99643921-2019";1;"pistola";".40 s&w (10 x 22)";"taurus";1;2
"09401951-2019";1;"revólver";".38 spl";"rossi";1;2
"15696211-2019";1;"pistola";"9 mm";"ruger";1;1
"17382771-2019";1;"revólver";".32";"doberman";1;1
"19064231-2019";1;"pistola";"9 mm luger (9x19mm)";"bul";1;1
"23207361-2019";1;"pistola";"9 mm";"canik";1;1
"25896451-2019";1;"pistola";"9 mm";"canik";1;1
"26291341-2019";1;"fuzil";"5,56 mm";"indeterminado";1;1
"29775461-2019";1;"pistola";".380";"taurus";1;2
"30043071-2019";1;"revólver";".38";"defender";1;1
"33753791-2019";1;"pistola";".40";"sig-sauer";1;1
"35775681-2019";1;"espingarda";"28";"rossi";1;1
"43088011-2019";1;"fuzil";"5,56 mm";"indeterminado";1;1
"43088011-2019";1;"pistola";"9 mm";"taurus";1;2
"43088011-2019";1;"pistola";"9 mm";"glock";1;1
"43695811-2019";1;"revólver";".38";"taurus";1;2
"43695811-2019";1;"revólver";".38";"taurus";1;2
"44363911-2019";1;"revólver";"32";"taurus";1;2
"44363911-2019";1;"pistola";"9 mm";"glock";1;1
"44691091-2019";1;"pistola";"9 mm";"taurus";1;2
"44809621-2019";1;"pistola";"9 mm";"canik";1;1
"49509881-2019";1;"pistola";"9 mm";"bersa";1;1
"58715171-2019";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;2
"59021941-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"59021941-2019";1;"revólver";".32";"taurus";1;2
"61472511-2019";1;"fuzil";"5,56 mm";"não identificada";1;1
"64614781-2019";1;"revólver";".32 long";"s&w";1;1
"72933531-2019";1;"revólver";".32";"s&w";1;1
"75407251-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;1
"76416731-2019";1;"pistola";"9 mm";"taurus";1;2
"82954951-2019";1;"pistola";"9 mm";"taurus";1;2
"90133021-2019";1;"pistola";"9 mm";"indeterminado";1;1
"90941181-2019";1;"revólver";".44";"não identificada";1;1
"12107881-2019";1;"fuzil";"5,56 mm";"indeterminado";1;1
"12107881-2019";1;"pistola";".380";"indeterminado";1;1
"24225861-2019";1;"revólver";".32 s&w long";"s&w";1;1
"28766161-2019";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;2
"28766161-2019";1;"pistola";"9 mm parabellum (9x19mm)";"glock";1;1
"28766161-2019";1;"pistola";"9 mm parabellum (9x19mm)";"girsan";1;1
"40807801-2019";1;"pistola";".308";"glock";1;1
"44855211-2019";1;"revólver";".38";"taurus";1;2
"44855211-2019";1;"revólver";".38";"taurus";1;2
"49199941-2019";1;"revólver";".38";"taurus";1;2
"53194781-2019";1;"pistola";"9 mm";"canik";1;1
"63743621-2019";1;"revólver";".38 special short";"taurus";1;2
"68604801-2019";1;"pistola";".40";"taurus";1;1
"84037481-2019";1;"revólver";".38";"rossi";1;1
"85632171-2019";1;"pistola";".380";"taurus";1;2
"91856421-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"91856421-2019";1;"pistola";".380";"taurus";1;2
"94603441-2019";1;"revólver";".38";"taurus";1;1
"94659121-2019";1;"espingarda";"12";"não identificada";1;1
"01362601-2019";1;"revólver";".22 lr";"rossi";1;1
"01362601-2019";1;"revólver";"indeterminado";"indeterminado";1;1
"05583971-2019";1;"pistola";".45";"glock";1;1
"12734651-2019";1;"espingarda";".44";"indeterminado";1;1
"19829971-2019";1;"revólver";".38";"taurus";1;2
"20072041-2019";1;"fuzil";"5,56 mm";"não identificada";1;1
"32398871-2019";1;"garrucha";"indeterminado";"indeterminado";1;1
"48487901-2019";1;"pistola";".40";"taurus";1;2
"52900241-2019";1;"revólver";".38";"rossi";1;2
"56434261-2019";1;"pistola";"9 mm";"cz";1;1
"60444681-2019";1;"pistola";"9 mm";"taurus";1;1
"60444681-2019";1;"pistola";"9 mm";"bul";1;1
"68184171-2019";1;"fuzil";"7,62";"indeterminado";1;1
"68399731-2019";1;"pistola";".380";"taurus";1;2
"71055821-2019";1;"pistola";"9 mm";"indeterminado";1;1
"72160541-2019";1;"carabina";".38";"indeterminado";1;1
"04714661-2019";1;"fuzil";"7,62 mm kalashnikov (7,62x39)";"indeterminado";1;1
"17124801-2019";1;"pistola";"9 mm";"s&w";1;1
"17124801-2019";1;"revólver";".38";"rossi";1;1
"23378351-2019";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;1
"25949911-2019";1;"revólver";".38 spl";"taurus";1;2
"27164031-2019";1;"revólver";".22 long";"rossi";1;2
"29023921-2019";1;"revólver";".38";"indeterminado";1;1
"29023921-2019";1;"revólver";".38";"indeterminado";1;1
"29023921-2019";1;"revólver";".38";"indeterminado";1;1
"29023921-2019";1;"revólver";".38";"indeterminado";1;1
"29847701-2019";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"34657831-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;1
"38824741-2019";1;"pistola";".40 s&w (10 x 22)";"sig-sauer";1;1
"42709671-2019";1;"pistola";"9 mm";"taurus";1;2
"42709671-2019";1;"fuzil";"5,56 mm";"não identificada";1;1
"43989711-2019";1;"pistola";".40 auto";"taurus";1;2
"60370041-2019";1;"revólver";".32";"taurus";1;2
"61915721-2019";1;"revólver";".32";"taurus";1;2
"73086081-2019";1;"revólver";".38 special (9 x 29,5 mm)";"não identificada";1;1
"73086081-2019";1;"revólver";".38 special (9 x 29,5 mm)";"não identificada";1;1
"73086081-2019";1;"revólver";"7 mm";"não identificada";1;1
"73086081-2019";1;"garruchão";".38 special (9 x 29,5 mm)";"não identificada";1;1
"73086081-2019";1;"revólver";".32 s&w long";"orbea hermanos";1;1
"80456361-2019";1;"revólver";".38 spl";"taurus";1;2
"86028551-2019";1;"pistola";"9 mm parabellum (9x19mm)";"bersa";1;1
"91539121-2019";1;"revólver";".38";"taurus";1;2
"06659291-2019";1;"revólver";".38 spl";"rossi";1;2
"13151001-2019";1;"revólver";".32 long";"colt";1;1
"13236041-2019";1;"pistola";".45 acp (11,43x23 mm)";"taurus";1;2
"13549171-2019";1;"pistola";".380";"não identificada";1;1
"13549171-2019";1;"revólver";".38";"indeterminado";1;1
"13549171-2019";1;"revólver";".38";"indeterminado";1;1
"13549171-2019";1;"pistola";".380";"indeterminado";1;1
"15090401-2019";1;"revólver";".38";"taurus";1;2
"15303601-2019";1;"pistola";"9 mm";"indeterminado";1;1
"27939901-2019";1;"pistola";"9 mm luger (9x19mm)";"tisas";1;1
"45474551-2019";1;"revólver";".32 s&w";"taurus";1;1
"47038281-2019";1;"garrucha";".22 short";"indeterminado";1;1
"47306281-2019";1;"pistola";".380";"taurus";1;2
"49372631-2019";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"49530071-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"51474161-2019";1;"revólver";".32 s&w long";"indeterminado";1;1
"56318241-2019";1;"revólver";".38 spl";"rossi";1;2
"64992151-2019";1;"revólver";".32 s&w long";"taurus";1;1
"76545221-2019";1;"pistola";"9 mm parabellum (9x19mm)";"tara";1;1
"79210871-2019";1;"pistola";"9 mm";"glock";1;1
"79674531-2019";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;2
"79674531-2019";1;"carabina";"5,56 nato (5.56 x 45 mm)";"indeterminado";1;1
"81395181-2019";1;"revólver";"36";"taurus";1;2
"83430151-2019";1;"revólver";".38";"taurus";1;2
"86119471-2019";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"87745221-2019";1;"revólver";".38";"não identificada";1;2
"89519631-2019";1;"pistola";"9 mm luger (9x19mm)";"tisas";1;1
"15267481-2019";1;"arma de fabricação caseira";"12";"não identificada";1;1
"19576571-2019";1;"revólver";".38";"taurus";1;2
"19576571-2019";1;"revólver";".22 long";"rossi";1;2
"26802641-2019";1;"pistola";"9 mm";"glock";1;1
"26802641-2019";1;"pistola";".40";"glock";1;1
"27766351-2019";1;"fuzil";"5,56 mm";"não identificada";1;1
"34770891-2019";1;"pistola";".32 acp (7,65x17 mm)";"beretta";1;1
"38777401-2019";1;"revólver";".38 spl";"taurus";1;1
"44112931-2019";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"47164391-2019";1;"revólver";".38 special (9 x 29,5 mm)";"s&w";1;1
"51230621-2019";1;"pistola";".40 s&w (10 x 22)";"taurus";1;2
"62145351-2019";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;1
"64467661-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"69066511-2019";1;"revólver";".38";"não identificada";1;1
"69291621-2019";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;2
"77451741-2019";1;"pistola";".40 s&w (10 x 22)";"taurus";1;2
"77451741-2019";1;"pistola";"9 mm luger (9x19mm)";"tara";1;1
"80719011-2019";1;"espingarda";"12";"cbc";1;2
"85254491-2019";1;"pistola";".380 auto (9x17 mm)";"imbel";1;2
"87267641-2019";1;"pistola";"22";"indeterminado";1;1
"91375131-2019";1;"fuzil";"5,56 nato (5.56 x 45 mm)";"s&w";1;1
"91375131-2019";1;"pistola";"9 mm";"glock";1;1
"96332611-2019";1;"revólver";".38";"taurus";1;2
"04477631-2019";1;"pistola";".380 acp (9x17 mm)";"taurus";1;1
"06671361-2019";1;"pistola";"9 mm";"indeterminado";1;1
"08985821-2019";1;"pistola";"9 mm";"taurus";1;2
"14179841-2019";1;"espingarda";"28";"rossi";1;2
"14569301-2019";1;"espingarda";"32";"boito";1;2
"18192751-2019";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"18192751-2019";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;1
"18533501-2019";1;"revólver";".38";"taurus";1;2
"21039351-2019";1;"pistola";".40 s&w (10 x 22)";"taurus";1;2
"22103611-2019";1;"pistola";"9 mm luger (9x19mm)";"bersa";1;1
"22917261-2019";1;"pistola";".40 s&w (10 x 22)";"imbel";1;2
"23750301-2019";1;"pistola";"9 mm luger (9x19mm)";"girsan";1;1
"24389421-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"25672421-2019";1;"pistola";"9 mm luger (9x19mm)";"girsan";1;1
"29003181-2019";1;"pistola";"9 mm luger (9x19mm)";"cz";1;1
"29003181-2019";1;"pistola";"9 mm luger (9x19mm)";"zigana";1;1
"30419031-2019";1;"pistola";".380 auto (9x17 mm)";"taurus";1;1
"31018201-2019";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"31579101-2019";1;"pistola";"9 mm luger (9x19mm)";"s&w";1;1
"35834121-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"35834121-2019";1;"pistola";"9 mm luger (9x19mm)";"ruger";1;1
"35834121-2019";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;2
"35834121-2019";1;"pistola";"9 mm luger (9x19mm)";"girsan";1;1
"38498112-2019";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"38666751-2019";1;"revólver";".38";"taurus";1;2
"38666751-2019";1;"revólver";".32";"s&w";1;1
"38666751-2019";1;"espingarda";"16";"indeterminado";1;1
"40095681-2019";1;"espingarda";"28";"rossi";1;2
"40095681-2019";1;"espingarda";"32";"não identificada";1;2
"40163781-2019";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"42530771-2019";1;"pistola";".40 s&w (10 x 22)";"glock";1;1
"42530771-2019";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"43501351-2019";1;"espingarda";"12";"rossi";1;2
"45266051-2019";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;2
"45266051-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"48036721-2019";1;"pistola";".40 s&w (10 x 22)";"taurus";1;2
"56383951-2019";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"59700911-2019";1;"pistola";".40 s&w (10 x 22)";"taurus";1;1
"59806061-2019";1;"pistola";"9 mm";"indeterminado";1;1
"66639941-2019";1;"revólver";".32";"taurus";1;2
"69064551-2019";1;"pistola";".380";"taurus";1;2
"69134191-2019";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;2
"70850561-2019";1;"revólver";"32";"taurus";1;2
"76237071-2019";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;2
"92068431-2019";1;"revólver";".38 special (9 x 29,5 mm)";"indeterminado";1;1
"98053941-2019";1;"pistola";".40";"taurus";1;2
"99130671-2019";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"08329701-2019";1;"fuzil";".223 remington (5,56x45 mm)";"colt";1;1
"10761321-2019";1;"revólver";".38";"indeterminado";1;1
"17782171-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"30415361-2019";1;"revólver";".38";"indeterminado";1;1
"36766971-2019";1;"revólver";".38";"taurus";1;2
"38973011-2019";1;"espingarda";".38";"indeterminado";1;1
"38973011-2019";1;"espingarda";"36";"indeterminado";1;1
"49587281-2019";1;"pistola";".380 acp (9x17 mm)";"taurus";1;1
"52939371-2019";1;"pistola";"9 mm luger (9x19mm)";"sarsilmaz";1;1
"65044151-2019";1;"revólver";".38";"taurus";1;2
"66109631-2019";1;"pistola";"9 mm luger (9x19mm)";"girsan";1;1
"67318811-2019";1;"revólver";".32";"taurus";1;2
"72416431-2019";1;"revólver";".38";"taurus";1;2
"80441971-2019";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"83116341-2019";1;"espingarda";"28";"cbc";1;1
"93755731-2019";1;"revólver";".38";"taurus";1;2
"06744031-2019";1;"revólver";".38";"rossi";1;1
"06744031-2019";1;"pistola";"9 mm";"fmap";1;1
"20005061-2019";1;"revólver";".38 spl";"taurus";1;2
"23747141-2019";1;"garrucha";".32";"rossi";1;2
"42366001-2019";1;"espingarda";"36";"indeterminado";1;1
"42366001-2019";1;"espingarda";"36";"indeterminado";1;1
"58997011-2019";1;"pistola";".40";"taurus";1;2
"61190181-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;1
"66414371-2019";1;"pistola";"9 mm";"bersa";1;1
"66414371-2019";1;"pistola";"9 mm";"steyr";1;1
"70079211-2019";1;"pistola";".380";"imbel";1;2
"70079211-2019";1;"pistola";".380";"taurus";1;2
"86876461-2019";1;"espingarda";".32";"não identificada";1;2
"95994851-2019";1;"revólver";".38";"rossi";1;2
"96593951-2019";1;"revólver";".38";"dreadnought";1;1
"13913991-2019";1;"fuzil";"5,56 nato (5.56 x 45 mm)";"colt";1;1
"13913991-2019";1;"pistola";".40 s&w (10 x 22)";"taurus";1;2
"14997401-2019";1;"pistola";"9 mm";"girsan";1;1
"14997401-2019";1;"revólver";".38 spl";"taurus";1;2
"14997401-2019";1;"revólver";".38 spl";"taurus";1;2
"14997401-2019";1;"revólver";".38 spl";"taurus";1;2
"21197871-2019";1;"pistola";".40";"glock";1;1
"21812471-2019";1;"revólver";".38";"taurus";1;2
"23103581-2019";1;"pistola";"9 mm parabellum (9x19mm)";"glock";1;1
"23103581-2019";1;"fuzil";"5,56 mm";"não identificada";1;1
"23351841-2019";1;"revólver";".32";"ina";1;2
"23351841-2019";1;"revólver";".38";"rossi";1;1
"24626951-2019";1;"revólver";".38 spl";"taurus";1;1
"45175531-2019";1;"fuzil";".308 winchester (7,62x51 mm)";"não identificada";1;2
"49447141-2019";1;"pistola";".40";"taurus";1;2
"50837721-2019";1;"pistola";".380";"taurus";1;2
"50837721-2019";1;"pistola";"9 mm";"hk";1;1
"50837721-2019";1;"pistola";"9 mm";"ruger";1;1
"50837721-2019";1;"pistola";"9 mm";"indeterminado";1;1
"50837721-2019";1;"revólver";".38";"taurus";1;2
"61145551-2019";1;"garrucha";"32";"não identificada";1;1
"74841741-2019";1;"revólver";".38 spl";"taurus";1;2
"74841741-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"97890611-2019";1;"revólver";".38 spl";"taurus";1;2
"97890611-2019";1;"revólver";".38 spl";"rossi";1;2
"00038361-2019";1;"pistola";".40 s&w (10 x 22)";"glock";1;1
"02376491-2019";1;"pistola";".40 s&w (10 x 22)";"taurus";1;2
"11240541-2019";1;"revólver";".38";"s&w";1;2
"11240541-2019";1;"espingarda";"12";"não identificada";1;1
"11776741-2019";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"13321951-2019";1;"espingarda";"12";"indeterminado";1;1
"19843821-2019";1;"espingarda";"28";"não identificada";1;2
"19843821-2019";1;"espingarda";"28";"boito";1;2
"24041721-2019";1;"pistola";"9 mm luger (9x19mm)";"cz";1;1
"25304791-2019";1;"garrucha";"outros";"indeterminado";1;1
"26976201-2019";1;"revólver";".38";"taurus";1;1
"26976201-2019";1;"revólver";".38";"indeterminado";1;1
"28346791-2019";1;"fuzil";"5,56 mm";"colt";1;1
"33275701-2019";1;"pistola";".380";"taurus";1;1
"33791271-2019";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;2
"33791271-2019";1;"pistola";"9 mm luger (9x19mm)";"bersa";1;1
"46109111-2019";1;"fuzil";".223 remington (5,56x45 mm)";"indeterminado";1;1
"46109111-2019";1;"pistola";"9 mm luger (9x19mm)";"tara";1;1
"53490121-2019";1;"pistola";"9 mm";"glock";1;1
"59656871-2019";1;"carabina";".223 remington (5,56x45 mm)";"colt";1;1
"64843411-2019";1;"pistola";"9 mm";"girsan";1;1
"72647731-2019";1;"pistola";".40";"taurus";1;2
"76496871-2019";1;"revólver";".38";"taurus";1;1
"78320041-2019";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;1
"92221931-2019";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"92432551-2019";1;"fuzil";"5,56 mm";"anderson manufacturi";1;1
"98092251-2019";1;"pistola";"9 mm";"não identificada";1;1
"02613681-2019";1;"revólver";".32";"taurus";1;2
"05702711-2019";1;"revólver";".32 s&w long";"taurus";1;2
"21615001-2019";1;"espingarda";"12";"não identificada";1;2
"21615001-2019";1;"pistola";"9 mm luger (9x19mm)";"tara";1;1
"25396181-2019";1;"revólver";".32 s&w long";"s&w";1;1
"26926281-2019";1;"fuzil";".223 remington (5,56x45 mm)";"colt";1;1
"41715741-2019";1;"revólver";".38 special (9 x 29,5 mm)";"orbea hermanos";1;1
"42058031-2019";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"43337231-2019";1;"pistola";".380";"taurus";1;1
"43337231-2019";1;"revólver";".38";"taurus";1;2
"45663831-2019";1;"pistola";".380";"taurus";1;2
