"controle";"categoria";"tipo";"calibre";"marca";"quantidade";"origem"
"58997011-2021";1;"pistola";"9 mm luger (9x19mm)";"fn";1;1
"61190181-2021";1;"pistola";"9 mm";"glock";1;1
"66109631-2021";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"70079211-2021";1;"pistola";".40";"taurus";1;2
"95994851-2021";1;"revólver";".32 s&w";"taurus";1;1
"96593951-2021";1;"pistola";"9 mm";"bersa";1;1
"00038361-2021";1;"fuzil";".223 remington (5,56x45 mm)";"colt";1;1
"13913991-2021";1;"fuzil";"7,62 mm kalashnikov (7,62x39)";"não identificada";1;1
"14997401-2021";1;"garrucha";"22";"rossi";1;2
"21197871-2021";1;"pistola";".380 auto (9x17 mm)";"taurus";1;1
"21812471-2021";1;"arma de fabricação caseira";"indeterminado";"não identificada";1;1
"21812471-2021";1;"arma de fabricação caseira";"32";"não identificada";1;1
"21812471-2021";1;"arma de fabricação caseira";"indeterminado";"não identificada";1;1
"21812471-2021";1;"arma de fabricação caseira";"indeterminado";"não identificada";1;1
"23103581-2021";1;"pistola";".380";"taurus";1;2
"23351841-2021";1;"pistola";".40";"taurus";1;2
"23351841-2021";1;"pistola";".380";"taurus";1;2
"24626951-2021";1;"revólver";".32 s&w";"h.&.r.";1;1
"42366001-2021";1;"pistola";".380 auto (9x17 mm)";"taurus";1;1
"45175531-2021";1;"fuzil";"5,56 nato (5.56 x 45 mm)";"colt";1;1
"45175531-2021";1;"pistola";"9 mm luger (9x19mm)";"i.m.i.";1;1
"49447141-2021";1;"pistola";".380 acp (9x17 mm)";"imbel";1;2
"50837721-2021";1;"revólver";".38";"rossi";1;2
"61145551-2021";1;"revólver";".38";"indeterminado";1;1
"66414371-2021";1;"fuzil";"7,62";"fmap";1;1
"74841741-2021";1;"pistola";"9 mm parabellum (9x19mm)";"sarsilmaz";1;1
"86876461-2021";1;"carabina";".22 lr";"urko";1;2
"86876461-2021";1;"revólver";".38";"taurus";1;2
"86876461-2021";1;"revólver";".38";"taurus";1;2
"92221931-2021";1;"pistola";".380";"glock";1;1
"97890611-2021";1;"pistola";"9 mm";"bersa";1;1
"11240541-2021";1;"revólver";".38";"taurus";1;2
"11776741-2021";1;"pistola";"9 mm";"indeterminado";1;1
"13321951-2021";1;"pistola";"9 mm";"indeterminado";1;1
"13321951-2021";1;"pistola";"4,5 mm";"não identificada";1;1
"19843821-2021";1;"pistola";".380 auto (9x17 mm)";"taurus";1;1
"19843821-2021";1;"revólver";".32 long";"tanque";1;1
"24041721-2021";1;"revólver";".32 s&w long";"s&w";1;1
"25304791-2021";1;"revólver";".38";"taurus";1;1
"28346791-2021";1;"fuzil";"5,56 mm";"indeterminado";1;1
"33791271-2021";1;"revólver";"indeterminado";"indeterminado";1;1
"46109111-2021";1;"revólver";".32 s&w long";"ina";1;2
"59656871-2021";1;"pistola";".380 auto (9x17 mm)";"imbel";1;1
"64843411-2021";1;"pistola";"9 mm parabellum (9x19mm)";"bersa";1;1
"64843411-2021";1;"pistola";"9 mm parabellum (9x19mm)";"não identificada";1;1
"72647731-2021";1;"arma de fabricação caseira";"36";"não identificada";1;1
"72647731-2021";1;"arma de fabricação caseira";"36";"não identificada";1;1
"76496871-2021";1;"revólver";".38";"rossi";1;2
"78320041-2021";1;"pistola";"9 mm";"fmap";1;1
"92432551-2021";1;"pistola";".40";"taurus";1;2
"98092251-2021";1;"revólver";".38 special (9 x 29,5 mm)";"s&w";1;1
"02376491-2021";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"02613681-2021";1;"revólver";".38 spl";"taurus";1;2
"05702711-2021";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;2
"21615001-2021";1;"espingarda";"28";"indeterminado";1;1
"21615001-2021";1;"revólver";".32";"rossi";1;1
"25396181-2021";1;"revólver";".32 long";"indeterminado";1;1
"25396181-2021";1;"revólver";".32 s&w long";"s&w";1;1
"26926281-2021";1;"pistola";".380";"taurus";1;2
"26976201-2021";1;"pistola";".380";"taurus";1;2
"33275701-2021";1;"pistola";"6,35 mm";"beretta";1;2
"33275701-2021";1;"revólver";"indeterminado";"indeterminado";1;1
"41715741-2021";1;"revólver";".38";"taurus";1;2
"42058031-2021";1;"pistola";"9 mm";"i.m.i.";1;1
"45663831-2021";1;"pistola";".40";"taurus";1;2
"53490121-2021";1;"pistola";"9 mm luger (9x19mm)";"sarsilmaz";1;1
"57108011-2021";1;"revólver";".38";"indeterminado";1;1
"61874881-2021";1;"revólver";"indeterminado";"taurus";1;2
"72214371-2021";1;"pistola";".40 s&w (10 x 22)";"taurus";1;2
"73074931-2021";1;"pistola";".380";"taurus";1;2
"78719741-2021";1;"espingarda";".32";"boito";1;2
"82208491-2021";1;"revólver";".38";"indeterminado";1;2
"82905261-2021";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"98162921-2021";1;"revólver";".38";"taurus";1;2
"04485801-2021";1;"pistola";"9 mm luger (9x19mm)";"fm";1;1
"05427861-2021";1;"pistola";"indeterminado";"walther";1;1
"07400161-2021";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"18190991-2021";1;"revólver";".38";"taurus";1;1
"20798601-2021";1;"espingarda";"16";"indeterminado";1;1
"29093201-2021";1;"pistola";".380";"taurus";1;2
"32607641-2021";1;"pistola";"9 mm";"taurus";1;2
"43337231-2021";1;"pistola";"9 mm luger (9x19mm)";"canik";1;1
"47034441-2021";1;"pistola";".40";"taurus";1;2
"49840901-2021";1;"fuzil";"7,62";"indeterminado";1;1
"62425031-2021";1;"pistola";"9 mm";"fm";1;1
"63500861-2021";1;"revólver";".32";"taurus";1;1
"71541451-2021";1;"pistola";"9 mm";"indeterminado";1;1
"73363271-2021";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"77567221-2021";1;"pistola";"9 mm luger (9x19mm)";"girsan";1;1
"79598781-2021";1;"revólver";".32 s&w long";"s&w";1;1
"82875521-2021";1;"pistola";"9 mm luger (9x19mm)";"girsan";1;1
"84271331-2021";1;"pistola";"9 mm luger (9x19mm)";"bul";1;1
"84517791-2021";1;"fuzil";".223 remington (5,56x45 mm)";"colt";1;1
"84517791-2021";1;"fuzil";".223 remington (5,56x45 mm)";"colt";1;1
"84517791-2021";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"84517791-2021";1;"revólver";".357 magnum";"taurus";1;1
"92159161-2021";1;"pistola";".40";"glock";1;1
"93034261-2021";1;"pistola";".380 acp (9x17 mm)";"taurus";1;1
"93034261-2021";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;1
"01659101-2021";1;"pistola";".380";"taurus";1;2
"14903681-2021";1;"pistola";"9 mm";"fmap";1;1
"18867161-2021";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;1
"22954741-2021";1;"revólver";".38";"taurus";1;2
"29420991-2021";1;"pistola";"9 mm parabellum (9x19mm)";"taurus";1;1
"40488091-2021";1;"pistola";".45 auto";"glock";1;1
"49824121-2021";1;"revólver";".38";"rossi";1;2
"61082691-2021";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"90747591-2021";1;"revólver";".38";"taurus";1;2
"97750551-2021";1;"carabina";"7,62";"não identificada";1;1
"97750551-2021";1;"pistola";".40 s&w (10 x 22)";"taurus";1;2
"97750551-2021";1;"pistola";".40 s&w (10 x 22)";"taurus";1;2
"10175191-2021";1;"fuzil";".223 remington (5,56x45 mm)";"armalite";1;1
"10175191-2021";1;"fuzil";".223 remington (5,56x45 mm)";"armalite";1;1
"29145921-2021";1;"revólver";".38";"rossi";1;2
"40629021-2021";1;"pistola";"9 mm luger (9x19mm)";"indeterminado";1;1
"40629021-2021";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"45735651-2021";1;"pistola";".40";"taurus";1;2
"46303121-2021";1;"pistola";".40 s&w (10 x 22)";"taurus";1;1
"46905611-2021";1;"pistola";".40 s&w (10 x 22)";"bersa";1;1
"51062221-2021";1;"revólver";".38 spl";"taurus";1;2
"67678371-2021";1;"revólver";".38 special (9 x 29,5 mm)";"ina";1;2
"76955911-2021";1;"revólver";".38";"taurus";1;1
"82687871-2021";1;"pistola";"9 mm";"cz";1;1
"83928641-2021";1;"revólver";".32";"não identificada";1;1
"88882601-2021";1;"espingarda";"indeterminado";"não identificada";1;1
"09705761-2021";1;"pistola";"9 mm";"indeterminado";1;1
"18538131-2021";1;"revólver";".38";"indeterminado";1;1
"20231181-2021";1;"revólver";".38 spl";"rossi";1;2
"21670451-2021";1;"pistola";"9 mm";"glock";1;2
"22229781-2021";1;"pistola";"9 mm";"indeterminado";1;1
"22229781-2021";1;"pistola";"9 mm";"indeterminado";1;1
"28056141-2021";1;"pistola";"9 mm parabellum (9x19mm)";"glock";1;1
"36150721-2021";1;"pistola";".22 lr";"taurus";1;1
"37637971-2021";1;"revólver";"indeterminado";"indeterminado";1;1
"39446071-2021";1;"revólver";".38 spl";"taurus";1;2
"44084111-2021";1;"revólver";"36";"rossi";1;2
"46283091-2021";1;"espingarda";"28";"indeterminado";1;1
"49309821-2021";1;"espingarda";".32";"rossi";1;2
"52421921-2021";1;"outros";"28";"indeterminado";1;1
"53950381-2021";1;"revólver";".380";"rossi";1;1
"57856881-2021";1;"espingarda";"12";"boito";1;1
"65691321-2021";1;"revólver";".32";"indeterminado";1;1
"72804431-2021";1;"revólver";".32";"taurus";1;2
"88743911-2021";1;"pistola";".40";"taurus";1;2
"16616971-2021";1;"revólver";".32 s&w";"taurus";1;2
"46935361-2021";1;"garrucha";".320";"rossi";1;1
"62025241-2021";1;"revólver";"32";"taurus";1;2
"80284191-2021";1;"pistola";".40";"taurus";1;2
"80959151-2021";1;"espingarda";"12";"não identificada";1;1
"93209311-2021";1;"revólver";".38";"taurus";1;2
"06637271-2021";1;"arma de fabricação caseira";"ni";"s/marca";1;88
"06637271-2021";1;"arma de fabricação caseira";"ni";"s/marca";1;88
"06637271-2021";1;"espingarda";".32";"outros";1;1
"24642841-2021";1;"revólver";".38 spl";"taurus";1;2
"31842841-2021";1;"espingarda";"20";"rossi";1;1
"31842841-2021";1;"espingarda";"28";"não identificada";1;1
"31842841-2021";1;"revólver";".32";"s&w";1;1
"32841811-2021";1;"carabina";".38";"urko";1;2
"32841811-2021";1;"carabina";"22";"cbc";1;2
"32841811-2021";1;"carabina";".38";"não identificada";1;1
"32841811-2021";1;"espingarda";"12";"boito";1;2
"32841811-2021";1;"pistola";".380";"taurus";1;2
"32841811-2021";1;"pistola";".40";"taurus";1;2
"32841811-2021";1;"revólver";".38";"rossi";1;2
"32841811-2021";1;"revólver";".38";"rossi";1;2
"57171731-2021";1;"revólver";".32";"não identificada";1;1
"64771391-2021";1;"pistola";".380 acp (9x17 mm)";"taurus";1;1
"64771391-2021";1;"pistola";".45 auto";"glock";1;1
"72582301-2021";1;"revólver";".38";"rossi";1;2
"83350821-2021";1;"revólver";"indeterminado";"indeterminado";1;1
"84220761-2021";1;"revólver";".38";"indeterminado";1;1
"85317551-2021";1;"pistola";"9 mm";"indeterminado";1;1
"86660711-2021";1;"pistola";".40 s&w (10 x 22)";"taurus";1;1
"86660711-2021";1;"revólver";".38";"rossi";1;1
"93279501-2021";1;"pistola";"indeterminado";"indeterminado";1;1
"95637291-2021";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"04309901-2021";1;"pistola";"9 mm luger (9x19mm)";"indeterminado";1;1
"13057041-2021";1;"pistola";"9 mm luger (9x19mm)";"springfield";1;2
"18456731-2021";1;"outros";"indeterminado";"indeterminado";1;1
"18456731-2021";1;"revólver";"indeterminado";"indeterminado";1;1
"20613521-2021";1;"espingarda";"12";"indeterminado";1;1
"27288661-2021";1;"pistola";"9 mm luger (9x19mm)";"fm";1;1
"39799351-2021";1;"revólver";".38";"não identificada";1;1
"44243311-2021";1;"revólver";".38";"taurus";1;2
"57656991-2021";1;"pistola";".40";"taurus";1;2
"62638241-2021";1;"pistola";"9 mm";"girsan";1;1
"72438191-2021";1;"revólver";".38";"indeterminado";1;1
"74838791-2021";1;"arma de fabricação caseira";"indeterminado";"não identificada";1;1
"78225301-2021";1;"pistola";"indeterminado";"indeterminado";1;1
"79037581-2021";1;"pistola";"9 mm";"glock";1;1
"87065781-2021";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;1
"89981871-2021";1;"pistola";".45 auto";"não identificada";1;1
"01337481-2021";1;"pistola";"indeterminado";"indeterminado";1;1
"01337481-2021";1;"pistola";"indeterminado";"indeterminado";1;1
"02152491-2021";1;"pistola";"9 mm luger (9x19mm)";"não identificada";1;1
"03285251-2021";1;"pistola";".380";"taurus";1;1
"03530221-2021";1;"revólver";".38";"taurus";1;2
"04823741-2021";1;"pistola";"9 mm";"bersa";1;1
"06743011-2021";1;"espingarda";".32";"rossi";1;2
"19487891-2021";1;"pistola";"indeterminado";"indeterminado";1;1
"25683761-2021";1;"pistola";"9 mm parabellum (9x19mm)";"girsan";1;1
"39755451-2021";1;"revólver";".38";"taurus";1;2
"43737011-2021";1;"revólver";".32";"ina";1;2
"44553211-2021";1;"pistola";".380";"taurus";1;2
"44553211-2021";1;"pistola";".40";"taurus";1;2
"44553211-2021";1;"revólver";".38";"rossi";1;2
"46063851-2021";1;"revólver";".38";"rossi";1;2
"47616501-2021";1;"revólver";".38";"s&w";1;1
"47692041-2021";1;"revólver";".38 spl";"taurus";1;1
"52708771-2021";1;"revólver";".38";"rossi";1;2
"53687981-2021";1;"revólver";".38";"taurus";1;2
"73828521-2021";1;"espingarda";"36";"não identificada";1;1
"87994201-2021";1;"pistola";"9 mm";"taurus";1;2
"88285161-2021";1;"pistola";".38";"indeterminado";1;1
"88285161-2021";1;"pistola";".380";"taurus";1;2
"98978741-2021";1;"revólver";".38";"rossi";1;2
"02391481-2021";1;"submetralhadora";"indeterminado";"indeterminado";1;1
"06882851-2021";1;"revólver";".32";"indeterminado";1;1
"09265261-2021";1;"revólver";".22 lr";"taurus";1;2
"26679921-2021";1;"pistola";".380";"taurus";1;2
"26679921-2021";1;"revólver";"outros";"taurus";1;2
"38219891-2021";1;"pistola";"9 mm";"glock";1;1
"47716401-2021";1;"revólver";"indeterminado";"indeterminado";1;1
"51531621-2021";1;"revólver";"indeterminado";"indeterminado";1;1
"72225461-2021";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"74710861-2021";1;"pistola";"9 mm";"canik";1;1
"86387661-2021";1;"pistola";"9 mm";"taurus";1;2
"91095631-2021";1;"revólver";".38";"rossi";1;2
"94001311-2021";1;"pistola";"9 mm";"glock";1;2
"09170331-2021";1;"pistola";"9 mm";"não identificada";1;1
"16511491-2021";1;"pistola";"indeterminado";"indeterminado";1;1
"17428261-2021";1;"revólver";".32";"taurus";1;1
"17428261-2021";1;"revólver";".32";"taurus";1;1
"18118031-2021";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"33274091-2021";1;"espingarda";"12";"boito";1;1
"36796801-2021";1;"arma de fabricação caseira";"outros";"não identificada";1;1
"46894571-2021";1;"pistola";"9 mm";"norinco";1;1
"56531181-2021";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"56531181-2021";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;2
"57423751-2021";1;"pistola";".380";"taurus";1;88
"57423751-2021";1;"revólver";".38";"taurus";1;88
"63022101-2021";1;"pistola";".380";"taurus";1;2
"74220421-2021";1;"pistola";".40";"glock";1;1
"93004521-2021";1;"revólver";".38";"taurus";1;2
"12653571-2021";1;"revólver";".32 long";"s&w";1;1
"18407571-2021";1;"pistola";".45";"bersa";1;1
"42998871-2021";1;"revólver";".38";"taurus";1;2
"49927401-2021";1;"revólver";".38";"taurus";1;1
"52931341-2021";1;"revólver";".38";"rossi";1;2
"58817341-2021";1;"revólver";".32";"indeterminado";1;2
"80270511-2021";1;"revólver";"7,62";"não identificada";1;1
"82395671-2021";1;"garrucha";"outros";"indeterminado";1;1
"83712121-2021";1;"revólver";".38";"taurus";1;2
"88419741-2021";1;"revólver";".38";"taurus";1;2
"02554571-2021";1;"revólver";".38 spl";"taurus";1;2
"29551211-2021";1;"arma de fabricação caseira";".380 auto (9x17 mm)";"não identificada";1;1
"44464431-2021";1;"pistola";".40";"taurus";1;2
"64153031-2021";1;"pistola";".380";"taurus";1;1
"64736061-2021";1;"pistola";"9 mm";"canik";1;1
"75422171-2021";1;"revólver";".32";"não identificada";1;1
"88481221-2021";1;"revólver";".38";"taurus";1;2
"10522961-2021";1;"pistola";".380";"taurus";1;2
"10522961-2021";1;"revólver";".38";"s&w";1;1
"10522961-2021";1;"revólver";".38";"taurus";1;2
"10522961-2021";1;"revólver";"32";"s&w";1;1
"30326941-2021";1;"pistola";"indeterminado";"indeterminado";1;1
"31606911-2021";1;"revólver";".38";"rossi";1;2
"32814821-2021";1;"revólver";"indeterminado";"indeterminado";1;1
"33654831-2021";1;"revólver";".32";"doberman";1;1
"57774281-2021";1;"revólver";".38";"não identificada";1;1
"79954641-2021";1;"revólver";".38";"taurus";1;2
"08801851-2021";1;"pistola";"9 mm";"indeterminado";1;1
"08801851-2021";1;"pistola";".380";"indeterminado";1;1
"12658951-2021";1;"revólver";".38";"taurus";1;2
"16975341-2021";1;"revólver";".38";"s/marca";1;88
"23840151-2021";1;"pistola";".380 acp (9x17 mm)";"imbel";1;2
"29058531-2021";1;"revólver";".38";"rossi";1;1
"29058531-2021";1;"revólver";".38";"taurus";1;2
"37141251-2021";1;"revólver";".32";"taurus";1;1
"57020541-2021";1;"pistola";".40 s&w (10 x 22)";"glock";1;1
"70424241-2021";1;"revólver";".38";"rossi";1;2
"85850281-2021";1;"pistola";"9 mm";"indeterminado";1;1
"01095011-2021";1;"pistola";".40";"glock";1;1
"07265151-2021";1;"revólver";".38";"rossi";1;2
"07304151-2021";1;"pistola";".40 s&w (10 x 22)";"taurus";1;1
"08406781-2021";1;"pistola";".40 s&w (10 x 22)";"cz";1;1
"08736041-2021";1;"pistola";".380 auto (9x17 mm)";"taurus";1;2
"18834491-2021";1;"pistola";".380";"taurus";1;2
"21580031-2021";1;"pistola";".32 acp (7,65x17 mm)";"taurus";1;2
"25677651-2021";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"31620181-2021";1;"revólver";".38";"taurus";1;2
"39690161-2021";1;"espingarda";"28";"rossi";1;1
"56816671-2021";1;"carabina";".22 lr";"urko";1;2
"56816671-2021";1;"revólver";".38";"rossi";1;2
"56816671-2021";1;"revólver";".38";"ina";1;1
"75803101-2021";1;"pistola";".40 s&w (10 x 22)";"indeterminado";1;1
"95939681-2021";1;"pistola";".380";"taurus";1;1
"97954101-2021";1;"revólver";".38 spl";"rossi";1;1
"01082071-2021";1;"revólver";".38";"taurus";1;1
"01082071-2021";1;"revólver";".38";"taurus";1;2
"03028131-2021";1;"revólver";".38";"taurus";1;2
"06031171-2021";1;"revólver";".32";"taurus";1;2
"07803951-2021";1;"pistola";".40 s&w (10 x 22)";"glock";1;1
"12542201-2021";1;"pistola";"ni";"s/marca";1;88
"43021741-2021";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"47333941-2021";1;"pistola";".380 acp (9x17 mm)";"taurus";1;1
"53286331-2021";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"53286331-2021";1;"pistola";".380 acp (9x17 mm)";"taurus";1;1
"76549781-2021";1;"pistola";"indeterminado";"taurus";1;2
"82355881-2021";1;"pistola";"7,65 mm";"beretta";1;1
"87168001-2021";1;"revólver";".32";"indeterminado";1;1
"93334471-2021";1;"pistola";".40 s&w (10 x 22)";"s&w";1;1
"97997021-2021";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;1
"05885481-2021";1;"pistola";".380";"taurus";1;2
"21612921-2021";1;"pistola";"9 mm";"não identificada";1;1
"21612921-2021";1;"pistola";"32";"mab";1;1
"33122351-2021";1;"revólver";".38 spl";"taurus";1;2
"39782731-2021";1;"espingarda";"22";"urko";1;2
"42286501-2021";1;"pistola";"9 mm parabellum (9x19mm)";"taurus";1;2
"68275041-2021";1;"revólver";".38";"rossi";1;1
"80625481-2021";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;1
"86543341-2021";1;"pistola";".32 auto";"taurus";1;2
"93892311-2021";1;"revólver";".38";"taurus";1;2
"02435991-2021";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"02435991-2021";1;"revólver";".357 magnum";"taurus";1;2
"16670161-2021";1;"garrucha";"36";"boito";1;1
"19414381-2021";1;"revólver";".38 spl";"rossi";1;1
"20989241-2021";1;"pistola";".40";"glock";1;1
"21764291-2021";1;"pistola";"9 mm";"fmap";1;1
"26355741-2021";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"33880121-2021";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;2
"65008451-2021";1;"pistola";"9 mm";"não identificada";1;1
"74755181-2021";1;"revólver";".38 spl";"taurus";1;1
"93713751-2021";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"96342261-2021";1;"revólver";".38 special (9 x 29,5 mm)";"s&w";1;1
"14046591-2021";1;"pistola";".40";"taurus";1;2
"15559741-2021";1;"revólver";".38 special (9 x 29,5 mm)";"rossi";1;2
"15695721-2021";1;"pistola";"9 mm";"não identificada";1;1
"15695721-2021";1;"revólver";".38";"taurus";1;2
"38296861-2021";1;"pistola";"9 mm parabellum (9x19mm)";"glock";1;1
"38296861-2021";1;"pistola";".380 acp (9x17 mm)";"taurus";1;1
"52307741-2021";1;"fuzil";".223 remington (5,56x45 mm)";"não identificada";1;1
"57357521-2021";1;"pistola";"9 mm parabellum (9x19mm)";"glock";1;1
"68909051-2021";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;2
"68909051-2021";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"71020201-2021";1;"pistola";".40 s&w (10 x 22)";"taurus";1;1
"71079481-2021";1;"revólver";".38 spl";"taurus";1;2
"73413901-2021";1;"revólver";".38";"taurus";1;2
"75855491-2021";1;"espingarda";"12";"rossi";1;2
"87720291-2021";1;"pistola";".40";"taurus";1;2
"93335781-2021";1;"revólver";".38";"taurus";1;1
"94177031-2021";1;"pistola";".380 acp (9x17 mm)";"taurus";1;1
"96827971-2021";1;"revólver";"32";"taurus";1;2
"01089871-2021";1;"revólver";".32 s&w long";"ina";1;1
"24407971-2021";1;"pistola";"9 mm";"taurus";1;2
"27879171-2021";1;"espingarda";"12";"cbc";1;2
"29404331-2021";1;"pistola";"9 mm";"taurus";1;2
"37503111-2021";1;"revólver";".38 spl";"taurus";1;1
"37910101-2021";1;"pistola";"9 mm";"indeterminado";1;1
"71019741-2021";1;"pistola";".380";"taurus";1;2
"80265751-2021";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;1
"87057581-2021";1;"revólver";".38";"rossi";1;1
"87805821-2021";1;"pistola";".380 acp (9x17 mm)";"taurus";1;1
"03150481-2021";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"08478551-2021";1;"pistola";"9 mm luger (9x19mm)";"sarsilmaz";1;1
"10618471-2021";1;"pistola";"9 mm";"indeterminado";1;1
"37080531-2021";1;"pistola";".32 auto";"beretta";1;1
"52286461-2021";1;"revólver";".32 s&w long";"indeterminado";1;1
"52708461-2021";1;"revólver";".38 spl";"taurus";1;1
"56579101-2021";1;"pistola";"9 mm parabellum (9x19mm)";"glock";1;1
"66085591-2021";1;"pistola";"9 mm";"taurus";1;1
"70924831-2021";1;"revólver";".32 long";"rossi";1;1
"76469511-2021";1;"pistola";"9 mm";"fm";1;1
"79171091-2021";1;"revólver";".38";"indeterminado";1;1
"80427351-2021";1;"pistola";"9 mm parabellum (9x19mm)";"fm";1;1
"97681881-2021";1;"pistola";"9 mm";"indeterminado";1;1
"99415031-2021";1;"pistola";"9 mm";"taurus";1;2
"99495481-2021";1;"pistola";".380";"taurus";1;1
"11265551-2021";1;"fuzil";"5,56 nato (5.56 x 45 mm)";"colt";1;1
"11265551-2021";1;"pistola";".40 s&w (10 x 22)";"não identificada";1;1
"13626081-2021";1;"revólver";".32";"ina";1;2
"20892111-2021";1;"pistola";"9 mm luger (9x19mm)";"canik";1;1
"30740761-2021";1;"pistola";"9 mm luger (9x19mm)";"canik";1;1
"33385501-2021";1;"pistola";".40 s&w (10 x 22)";"taurus";1;2
"38687281-2021";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"40571901-2021";1;"espingarda";"32";"não identificada";1;1
"40571901-2021";1;"garrucha";"indeterminado";"não identificada";1;1
"42102151-2021";1;"revólver";".38";"taurus";1;2
"49144231-2021";1;"espingarda";"12";"boito";1;2
"49144231-2021";1;"pistola";"9 mm luger (9x19mm)";"indeterminado";1;1
"64116401-2021";1;"revólver";".38 spl";"rossi";1;2
"64981211-2021";1;"pistola";"9 mm luger (9x19mm)";"sarsilmaz";1;1
"67336821-2021";1;"revólver";".38";"não identificada";1;2
"70530321-2021";1;"fuzil";"5,56 nato (5.56 x 45 mm)";"colt";1;1
"70530321-2021";1;"pistola";"9 mm luger (9x19mm)";"girsan";1;1
"70530321-2021";1;"pistola";"9 mm luger (9x19mm)";"não identificada";1;1
"85982671-2021";1;"espingarda";"36";"não identificada";1;2
"85982671-2021";1;"espingarda";"28";"não identificada";1;2
"86992931-2021";1;"fuzil";"5,56 nato (5.56 x 45 mm)";"hk";1;1
"86992931-2021";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;1
"91877601-2021";1;"pistola";".40 s&w (10 x 22)";"taurus";1;2
"93379151-2021";1;"pistola";"9 mm";"taurus";1;2
"01183691-2021";1;"pistola";".40 s&w (10 x 22)";"taurus";1;2
"08339971-2021";1;"revólver";".32 s&w long";"taurus";1;1
"23511411-2021";1;"revólver";".38";"taurus";1;2
"39265461-2021";1;"revólver";".38";"taurus";1;2
"51739231-2021";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;1
"61167611-2021";1;"revólver";".32";"indeterminado";1;1
"72192621-2021";1;"pistola";".40 s&w (10 x 22)";"glock";1;1
"88679471-2021";1;"fuzil";"5,56 nato (5.56 x 45 mm)";"não identificada";1;1
"89058251-2021";1;"pistola";"9 mm luger (9x19mm)";"canik";1;1
"91766981-2021";1;"pistola";".40";"bersa";1;1
"94284581-2021";1;"revólver";".38";"s&w";1;1
"05079411-2021";1;"pistola";"9 mm luger (9x19mm)";"glock";1;1
"07816051-2021";1;"pistola";"9 mm luger (9x19mm)";"taurus";1;1
"22913591-2021";1;"pistola";"9 mm luger (9x19mm)";"não identificada";1;1
"23589711-2021";1;"revólver";"indeterminado";"indeterminado";1;1
"24606591-2021";1;"revólver";".38";"taurus";1;2
"24779811-2021";1;"revólver";".38";"s&w";1;1
"24809081-2021";1;"revólver";".38";"taurus";1;2
"42292591-2021";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"46986311-2021";1;"espingarda";"12";"cbc";1;2
"62701131-2021";1;"pistola";"9 mm";"bersa";1;1
"66843741-2021";1;"revólver";".38";"taurus";1;1
"70158491-2021";1;"pistola";"9 mm luger (9x19mm)";"não identificada";1;1
"72333431-2021";1;"revólver";".38 special (9 x 29,5 mm)";"taurus";1;2
"80410541-2021";1;"revólver";".38";"taurus";1;1
"85662511-2021";1;"pistola";"9 mm luger (9x19mm)";"canik";1;1
"86257251-2021";1;"espingarda";"indeterminado";"indeterminado";1;1
"86257251-2021";1;"pistola";"indeterminado";"indeterminado";1;1
"86257251-2021";1;"revólver";"indeterminado";"indeterminado";1;1
"86360781-2021";1;"espingarda";"12";"cbc";1;2
"88504361-2021";1;"outros";"ni";"s/marca";1;88
"95959601-2021";1;"pistola";".380 acp (9x17 mm)";"taurus";1;2
"03032851-2021";1;"revólver";".38";"rossi";1;2
