controle;categoria;tipo;calibre;marca;quantidade;origem
93602561-2018;1;revólver;32/63,5 bagos;taurus;1;2
94246731-2018;1;revólver;.32;taurus;1;2
12876511-2018;1;revólver;.38;taurus;1;2
21600111-2018;1;pistola;9 mm luger (9x19mm);bersa;1;1
27578631-2018;1;revólver;.38 spl;taurus;1;2
30928821-2018;1;revólver;.32 s&w long;taurus;1;2
33187741-2018;1;revólver;.38 spl;taurus;1;2
33249221-2018;1;pistola;.380 acp (9x17 mm);taurus;1;1
35386111-2018;1;pistola;.380 auto (9x17);taurus;1;2
35945821-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
35945821-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
37577631-2018;1;pistola;9 mm;taurus;1;1
40885561-2018;1;pistola;9 mm;sarsilmaz;1;1
45232841-2018;1;revólver;32/63,5 bagos;taurus;1;2
45854421-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
57423121-2018;1;pistola;.40;glock;1;1
64954501-2018;1;revólver;.38;rossi;1;1
64954501-2018;1;espingarda;28/70;indeterminado;1;1
84493611-2018;1;revólver;.38 spl;indeterminado;1;1
84493611-2018;1;revólver;.38;indeterminado;1;1
93720421-2018;1;pistola;.45 acp (11,43x23 mm);hafdasa;1;1
95982841-2018;1;espingarda;12/70;não identificada;1;1
08553781-2018;1;revólver;.38 spl;rossi;1;2
20651811-2018;1;revólver;.38 spl;rossi;1;2
22303181-2018;1;pistola;9 mm luger (9x19mm);s&w;1;1
22392021-2018;1;revólver;.38;não identificada;1;1
23420051-2018;1;revólver;.38;taurus;1;2
26679871-2018;1;carabina;22;não identificada;1;1
27348551-2018;1;metralhadora;.40;hk;1;1
29227001-2018;1;pistola;9 mm;glock;1;1
31703131-2018;1;revólver;32/63,5 bagos;indeterminado;1;1
33132651-2018;1;pistola;22;taurus;1;2
35916111-2018;1;revólver;32/63,5 bagos;taurus;1;2
36290841-2018;1;pistola;.40 s&w (10 x 22);glock;1;1
36290841-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
37152681-2018;1;pistola;.380;taurus;1;2
38027491-2018;1;pistola;.380 auto (9x17);imbel;1;2
43292561-2018;1;pistola;32/63,5 bagos;indeterminado;1;1
53052801-2018;1;espingarda;12/70;boito;1;2
62559701-2018;1;pistola;.380;taurus;1;2
69657921-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
69657921-2018;1;garrucha;36/63,5 knock;não identificada;1;1
73125441-2018;1;revólver;32/63,5 bagos;ina;1;1
74648831-2018;1;pistola;.380;taurus;1;2
78684231-2018;1;pistola;9 mm;sarsilmaz;1;1
82765021-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
82809911-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
88678741-2018;1;pistola;9 mm;girsan;1;1
92934241-2018;1;revólver;22;rossi;1;2
95501241-2018;1;pistola;9 mm;glock;1;1
96312051-2018;1;pistola;.380 auto (9x17 mm);taurus;1;2
06520671-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;2
06520671-2018;1;pistola;.40;taurus;1;2
12415881-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
15554661-2018;1;pistola;9 mm;canik;1;1
24203801-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
30214631-2018;1;revólver;.38 spl;indeterminado;1;1
32760551-2018;1;revólver;.32 s&w long;orbea hermanos;1;1
33417521-2018;1;revólver;.32;colt;1;1
35261001-2018;1;pistola;.380;taurus;1;2
41779141-2018;1;pistola;.40 s&w (10 x 22);taurus;1;2
46378201-2018;1;fuzil;7,62;não identificada;1;1
49508671-2018;1;pistola;.40;indeterminado;1;1
54267071-2018;1;revólver;.22 long;doberman;1;1
54640491-2018;1;revólver;.38 spl;rossi;1;2
58551271-2018;1;pistola;9 mm luger (9x19mm);taurus;1;1
62457871-2018;1;revólver;.38;rossi;1;2
65575011-2018;1;revólver;.38;taurus;1;2
69843131-2018;1;revólver;32/63,5 bagos;taurus;1;2
71462611-2018;1;pistola;9 mm luger (9x19mm);girsan;1;1
72676631-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
76292061-2018;1;revólver;.38 spl;taurus;1;2
77157021-2018;1;revólver;32/63,5 bagos;taurus;1;2
89289151-2018;1;revólver;.38 spl;taurus;1;2
89355121-2018;1;pistola;9 mm luger (9x19mm);bul;1;1
98025251-2018;1;revólver;.38 spl;taurus;1;2
02467301-2018;1;fuzil;5,56 mm;indeterminado;1;1
02467301-2018;1;fuzil;5,56 mm;indeterminado;1;1
02467301-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
10701171-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
24908531-2018;1;pistola;.380;indeterminado;1;1
27803651-2018;1;revólver;.44;indeterminado;1;2
31646951-2018;1;revólver;32/63,5 bagos;iver johnson;1;1
38566921-2018;1;pistola;9 mm;indeterminado;1;1
38566921-2018;1;revólver;.38 spl;rossi;1;2
39513241-2018;1;fuzil;7,62;imbel;1;1
39513241-2018;1;pistola;9 mm;taurus;1;2
40458901-2018;1;revólver;.38;taurus;1;2
52563841-2018;1;pistola;.380;indeterminado;1;1
57381381-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
60247291-2018;1;fuzil;5,56 mm;colt;1;1
64084631-2018;1;revólver;indeterminado;rossi;1;2
64084631-2018;1;pistola;.380 auto (9x17 mm);taurus;1;2
70558381-2018;1;revólver;.38 spl;taurus;1;2
77371251-2018;1;revólver;.38 spl;taurus;1;2
90353861-2018;1;pistola;.40;taurus;1;2
96579111-2018;1;metralhadora;.380;ina;1;2
99351401-2018;1;revólver;.38;taurus;1;2
01024611-2018;1;pistola;9 mm;não identificada;1;1
07863781-2018;1;fuzil;.308 winchester (7,62x51 mm);imbel;1;1
07863781-2018;1;pistola;9 mm;indeterminado;1;1
26707411-2018;1;espingarda;12/70;boito;1;2
26763481-2018;1;pistola;.40 s&w (10 x 22);taurus;1;2
27422431-2018;1;pistola;9 mm;glock;1;1
33009631-2018;1;revólver;32/63,5 bagos;não identificada;1;1
57687271-2018;1;pistola;.380;taurus;1;2
59946361-2018;1;revólver;.38 spl;taurus;1;2
79483771-2018;1;pistola;.25 auto;mauser;1;1
85753601-2018;1;revólver;.38 spl;taurus;1;1
87187661-2018;1;revólver;.38 special (9 x 29,5 mm);indeterminado;1;1
89642271-2018;1;pistola;9 mm;taurus;1;2
90037321-2018;1;revólver;.38;taurus;1;2
95014081-2018;1;fuzil;7,62;não identificada;1;1
98715211-2018;1;pistola;7,65 mm;indeterminado;1;1
00139391-2018;1;pistola;.380 auto (9x17 mm);taurus;1;1
00654951-2018;1;revólver;.38;taurus;1;2
09407171-2018;1;revólver;.38;taurus;1;2
09407171-2018;1;pistola;9 mm;glock;1;1
09407171-2018;1;fuzil;5,56 mm;indeterminado;1;1
10379661-2018;1;pistola;9 mm;taurus;1;2
14278671-2018;1;pistola;9 mm;canik;1;1
14278671-2018;1;pistola;9 mm;girsan;1;1
15275851-2018;1;pistola;.40;taurus;1;2
16801681-2018;1;revólver;.38;indeterminado;1;1
20567861-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
23012461-2018;1;revólver;.38;não identificada;1;1
26386511-2018;1;fuzil;5,56 mm;colt;1;1
32477461-2018;1;revólver;.38;rossi;1;2
32477461-2018;1;garrucha;.22 lr;rossi;1;1
34951391-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
34951391-2018;1;pistola;.380 auto (9x17);taurus;1;2
36692931-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
64582381-2018;1;revólver;32/63,5 bagos;taurus;1;2
71398861-2018;1;revólver;.32 long;taurus;1;2
72484651-2018;1;pistola;9 mm;cz;1;1
72484651-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
76106811-2018;1;espingarda;12;rossi;1;2
83008371-2018;1;garrucha;32/63,5 bagos;não identificada;1;2
84838501-2018;1;pistola;.380 auto (9x17);taurus;1;2
89214521-2018;1;garrucha;28/70;indeterminado;1;1
02602531-2018;1;fuzil;.223 remington (5,56x45 mm);colt;1;1
04263611-2018;1;pistola;9 mm;indeterminado;1;1
09912221-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
15948311-2018;1;fuzil;.223 armalite (5,56x45 mm);colt;1;1
15948311-2018;1;pistola;9 mm;taurus;1;2
29393251-2018;1;revólver;.38;não identificada;1;1
30239071-2018;1;pistola;.380 auto (9x17 mm);tanfoglio;1;1
32643251-2018;1;pistola;9 mm;sarsilmaz;1;1
41953991-2018;1;revólver;.38;taurus;1;2
81063161-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
81063161-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;2
85608661-2018;1;pistola;9 mm;taurus;1;2
85672981-2018;1;revólver;.38 spl;taurus;1;2
85672981-2018;1;pistola;.40;taurus;1;2
87314761-2018;1;pistola;.45;glock;1;1
87715861-2018;1;revólver;32/63,5 bagos;indeterminado;1;1
88691971-2018;1;espingarda;12/70;rossi;1;1
07554971-2018;1;pistola;.380 auto (9x17 mm);taurus;1;2
16725161-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;1
16725161-2018;1;pistola;.380 acp (9x17 mm);taurus;1;1
18777411-2018;1;pistola;9 mm parabellum (9x19mm);bersa;1;1
23544961-2018;1;revólver;.38;rossi;1;1
26338791-2018;1;pistola;9 mm;taurus;1;2
32618001-2018;1;revólver;.38;taurus;1;2
33906341-2018;1;pistola;.380 auto (9x17);taurus;1;2
78518191-2018;1;espingarda;32/63,5 bagos;indeterminado;1;1
90387331-2018;1;pistola;.40;não identificada;1;1
91087381-2018;1;pistola;.40 s&w (10 x 22);cz;1;1
20400841-2018;1;revólver;.38 spl;indeterminado;1;1
20554101-2018;1;pistola;.40 s&w (10 x 22);taurus;1;2
32319191-2018;1;revólver;.38 spl;taurus;1;2
34938991-2018;1;pistola;9 mm luger (9x19mm);taurus;1;1
41578711-2018;1;revólver;.32 long;s&w;1;1
42690261-2018;1;revólver;.38;taurus;1;2
61526191-2018;1;pistola;.380 auto (9x17);taurus;1;2
79307571-2018;1;revólver;32/63,5 bagos;indeterminado;1;1
84646981-2018;1;pistola;.380;taurus;1;2
91206061-2018;1;revólver;.38;taurus;1;1
93092501-2018;1;pistola;.40;glock;1;1
96652711-2018;1;pistola;.40;indeterminado;1;1
98020431-2018;1;revólver;.38;indeterminado;1;1
99267411-2018;1;pistola;9 mm;glock;1;1
20003211-2018;1;revólver;.38;não identificada;1;1
27889301-2018;1;revólver;.38 spl;indeterminado;1;1
29523001-2018;1;pistola;9 mm;tara;1;1
30551701-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
31653141-2018;1;revólver;.38 spl;taurus;1;2
35236231-2018;1;revólver;32/63,5 bagos;taurus;1;2
48137211-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;2
62074811-2018;1;revólver;.38;taurus;1;2
62986741-2018;1;pistola;9 mm;taurus;1;1
67731941-2018;1;revólver;.38;indeterminado;1;1
67731941-2018;1;pistola;9 mm;indeterminado;1;1
73244491-2018;1;pistola;9 mm luger (9x19mm);cz;1;1
88807471-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;2
97973171-2018;1;revólver;.38;não identificada;1;1
97990831-2018;1;revólver;.38;taurus;1;2
03266421-2018;1;pistola;9 mm;sarsilmaz;1;1
28730021-2018;1;pistola;.380 auto (9x17 mm);taurus;1;2
31139121-2018;1;pistola;7,65 mm;taurus;1;2
39240561-2018;1;pistola;9 mm;taurus;1;2
39240561-2018;1;revólver;.38 spl;rossi;1;2
39240561-2018;1;revólver;.38 spl;taurus;1;2
39240561-2018;1;revólver;.38 spl;taurus;1;2
39240561-2018;1;revólver;.38 spl;rossi;1;2
39240561-2018;1;pistola;9 mm;beretta;1;1
40317681-2018;1;pistola;9 mm luger (9x19mm);ruger;1;1
44191731-2018;1;pistola;9 mm;indeterminado;1;1
44324891-2018;1;pistola;9 mm;não identificada;1;1
51943161-2018;1;revólver;.38;taurus;1;2
55184241-2018;1;revólver;.38 spl;taurus;1;2
57738731-2018;1;revólver;.32;taurus;1;2
61123811-2018;1;pistola;.40;taurus;1;2
71009121-2018;1;pistola;.380 auto (9x17 mm);taurus;1;2
75649381-2018;1;revólver;.32 long;taurus;1;2
87753871-2018;1;arma de fabricação caseira;indeterminado;não identificada;1;2
09907971-2018;1;revólver;.38;rossi;1;2
15426331-2018;1;revólver;.38 spl;indeterminado;1;1
21985601-2018;1;pistola;9 mm luger (9x19mm);bul;1;1
40075471-2018;1;revólver;.38;taurus;1;2
41253111-2018;1;revólver;22;indeterminado;1;1
50763181-2018;1;revólver;.32;ina;1;2
55420951-2018;1;revólver;.38;rossi;1;2
69585411-2018;1;pistola;.380;taurus;1;2
73277011-2018;1;revólver;.38;taurus;1;2
73281591-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
73808981-2018;1;revólver;.32;taurus;1;2
82083661-2018;1;revólver;.38;taurus;1;2
99491001-2018;1;revólver;.32;rossi;1;2
02087061-2018;1;pistola;9 mm;taurus;1;2
02087061-2018;1;pistola;9 mm;zigana;1;1
02087061-2018;1;pistola;9 mm;sarsilmaz;1;1
02087061-2018;1;pistola;9 mm;sarsilmaz;1;1
02087061-2018;1;pistola;9 mm;sarsilmaz;1;1
02087061-2018;1;pistola;9 mm;sarsilmaz;1;1
02087061-2018;1;pistola;9 mm;sarsilmaz;1;1
02087061-2018;1;pistola;9 mm;bersa;1;1
02087061-2018;1;pistola;9 mm;sarsilmaz;1;1
02087061-2018;1;pistola;9 mm;bersa;1;1
02087061-2018;1;pistola;9 mm;ruger;1;1
02087061-2018;1;pistola;9 mm;ruger;1;1
02087061-2018;1;pistola;9 mm;ruger;1;1
02087061-2018;1;pistola;9 mm;ruger;1;1
02087061-2018;1;pistola;9 mm;fn;1;1
02087061-2018;1;pistola;9 mm;fn;1;1
02087061-2018;1;pistola;.40;taurus;1;2
02087061-2018;1;pistola;9 mm;taurus;1;2
02087061-2018;1;pistola;9 mm;taurus;1;2
02087061-2018;1;pistola;9 mm;taurus;1;2
02087061-2018;1;pistola;9 mm;taurus;1;2
02087061-2018;1;pistola;9 mm;sarsilmaz;1;1
02087061-2018;1;pistola;9 mm;sarsilmaz;1;1
02087061-2018;1;pistola;9 mm;bersa;1;1
02087061-2018;1;pistola;9 mm;bersa;1;1
02087061-2018;1;pistola;9 mm;bersa;1;1
02087061-2018;1;pistola;9 mm;bersa;1;1
02087061-2018;1;pistola;9 mm;bersa;1;1
02087061-2018;1;pistola;.40;ruger;1;1
02087061-2018;1;pistola;9 mm;ruger;1;1
02087061-2018;1;pistola;.40;ruger;1;1
02087061-2018;1;pistola;.40;ruger;1;1
02087061-2018;1;pistola;.40;ruger;1;1
02087061-2018;1;pistola;.40;ruger;1;1
02307021-2018;1;outros;12/70;indeterminado;1;1
07856731-2018;1;revólver;32/63,5 bagos;ina;1;2
19859521-2018;1;pistola;9 mm;ruger;1;1
34328861-2018;1;revólver;.38 spl;taurus;1;2
55543401-2018;1;pistola;9 mm;bersa;1;1
56546911-2018;1;pistola;.380;taurus;1;2
74727291-2018;1;pistola;.380 auto (9x17);indeterminado;1;1
84376641-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
85928901-2018;1;pistola;9 mm;indeterminado;1;1
87617551-2018;1;revólver;.38;indeterminado;1;1
90095721-2018;1;revólver;.38;taurus;1;2
94247791-2018;1;espingarda;12;rossi;1;2
00640131-2018;1;pistola;.40;imbel;1;2
11872641-2018;1;pistola;.380;não identificada;1;1
34150021-2018;1;pistola;9 mm;glock;1;1
46165221-2018;1;espingarda;28/70;não identificada;1;1
46875611-2018;1;pistola;9 mm;glock;1;1
52169551-2018;1;fuzil;7,62;não identificada;1;1
57375441-2018;1;pistola;.380;taurus;1;2
57808921-2018;1;revólver;.38;s&w;1;1
68359921-2018;1;fuzil;5,56 nato (5.56 x 45 mm);colt;1;1
68491741-2018;1;espingarda;36/63,5 knock;cbc;1;2
68491741-2018;1;revólver;.38 spl;rossi;1;1
68491741-2018;1;espingarda;22;indeterminado;1;1
69061101-2018;1;metralhadora;.380;swd;1;1
73550471-2018;1;revólver;.32 s&w long;s&w;1;1
74047621-2018;1;revólver;32/63,5 bagos;taurus;1;2
77846901-2018;1;revólver;.32 s&w long;taurus;1;2
81053711-2018;1;garrucha;32/63,5 bagos;boito;1;2
81053711-2018;1;arma de fabricação caseira;indeterminado;não identificada;1;1
81053711-2018;1;arma de fabricação caseira;indeterminado;não identificada;1;1
81053711-2018;1;espingarda;28/70;rossi;1;1
81053711-2018;1;espingarda;indeterminado;indeterminado;1;1
81053711-2018;1;espingarda;indeterminado;indeterminado;1;1
81053711-2018;1;revólver;22;pehuen;1;1
81053711-2018;1;espingarda;32/63,5 bagos;rossi;1;1
81546231-2018;1;fuzil;5,56 mm;colt;1;1
86064741-2018;1;pistola;9 mm luger (9x19mm);girsan;1;1
93767771-2018;1;pistola;9 mm;taurus;1;2
93805121-2018;1;pistola;9 mm;taurus;1;2
93805121-2018;1;pistola;9 mm;bul;1;1
95298341-2018;1;pistola;9 mm;taurus;1;2
00525361-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
08775401-2018;1;revólver;.38;rossi;1;88
12598611-2018;1;pistola;9 mm;taurus;1;2
12872451-2018;1;pistola;9 mm;indeterminado;1;1
14087691-2018;1;espingarda;12/70;magnum;1;1
14087691-2018;1;pistola;.380;taurus;1;2
14087691-2018;1;espingarda;12;boito;1;2
14341541-2018;1;pistola;.380 auto (9x17);taurus;1;2
14341541-2018;1;revólver;.38 spl;rossi;1;2
17536401-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;1
20121121-2018;1;revólver;.32;indeterminado;1;1
23550071-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
25014411-2018;1;fuzil;7,62 mm kalashnikov (7,62x39);century;1;1
27347071-2018;1;revólver;.38;rossi;1;2
27347071-2018;1;revólver;32/63,5 bagos;rossi;1;2
35123941-2018;1;revólver;.38;taurus;1;2
39716081-2018;1;espingarda;12;boito;1;2
43910221-2018;1;pistola;9 mm;cz;1;1
43972901-2018;1;revólver;.38;rossi;1;2
45598461-2018;1;revólver;.32;indeterminado;1;1
48472561-2018;1;pistola;.40;taurus;1;2
54341821-2018;1;pistola;.40;taurus;1;2
54615621-2018;1;pistola;.380;taurus;1;2
54615621-2018;1;pistola;9 mm;taurus;1;2
63379201-2018;1;revólver;.38 spl;taurus;1;2
64092831-2018;1;pistola;9 mm;taurus;1;2
67052381-2018;1;pistola;.40;glock;1;1
67165421-2018;1;pistola;9 mm;indeterminado;1;1
68695101-2018;1;pistola;9 mm;taurus;1;1
69808211-2018;1;pistola;9 mm;taurus;1;2
70334761-2018;1;revólver;.38;indeterminado;1;1
71692851-2018;1;revólver;.32;taurus;1;2
72231611-2018;1;pistola;9 mm;s&w;1;1
76907701-2018;1;pistola;.40 auto;taurus;1;2
80182581-2018;1;pistola;9 mm;taurus;1;2
88862501-2018;1;pistola;.45;glock;1;1
18409321-2018;1;revólver;.38;taurus;1;2
28017181-2018;1;pistola;9 mm luger (9x19mm);girsan;1;1
35012521-2018;1;pistola;9 mm;taurus;1;2
46012341-2018;1;revólver;22;indeterminado;1;1
46019211-2018;1;pistola;.45;glock;1;1
48669971-2018;1;revólver;.38;taurus;1;2
49906801-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
60253411-2018;1;pistola;.40 s&w (10 x 22);glock;1;1
65452311-2018;1;pistola;.40;não identificada;1;1
65452311-2018;1;pistola;9 mm;não identificada;1;1
68538491-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
74366951-2018;1;revólver;.38 special (9 x 29,5 mm);colt;1;1
77742941-2018;1;espingarda;36/63,5 knock;remington;1;1
78092731-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
78958261-2018;1;pistola;9 mm luger (9x19mm);fmap;1;1
94116011-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
98829781-2018;1;pistola;.40 s&w (10 x 22);ruger;1;1
08080481-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
08690571-2018;1;revólver;.38 spl;taurus;1;1
12557271-2018;1;pistola;9 mm;taurus;1;1
12859281-2018;1;pistola;9 mm;taurus;1;2
16064811-2018;1;revólver;indeterminado;indeterminado;1;1
17727311-2018;1;revólver;.38 spl;jaguar;1;1
19550761-2018;1;revólver;.38;taurus;1;2
24309081-2018;1;revólver;.32;taurus;1;2
24405401-2018;1;revólver;.38;rossi;1;2
27078021-2018;1;revólver;.32 long;rossi;1;1
32217211-2018;1;revólver;.38;taurus;1;2
32217211-2018;1;espingarda;.38;rossi;1;1
32217211-2018;1;carabina;outros;savage;1;1
36824461-2018;1;revólver;.38;taurus;1;1
42208801-2018;1;fuzil;indeterminado;indeterminado;1;1
44221061-2018;1;espingarda;28 x 63,5 mm;rossi;1;2
46596651-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
47229981-2018;1;revólver;.38;indeterminado;1;1
47229981-2018;1;revólver;.38;taurus;1;1
49478891-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;1
58715591-2018;1;revólver;.38;indeterminado;1;1
60378411-2018;1;revólver;.38;taurus;1;2
69755521-2018;1;pistola;.40;taurus;1;2
74490321-2018;1;pistola;.380;taurus;1;2
75243991-2018;1;espingarda;.32;cbc;1;2
94015781-2018;1;revólver;.38 spl;taurus;1;1
94015781-2018;1;fuzil;.223 remington (5,56x45 mm);colt;1;1
95512441-2018;1;revólver;.38;rossi;1;1
96477561-2018;1;espingarda;22;indeterminado;1;1
97404991-2018;1;revólver;.38;indeterminado;1;1
08084751-2018;1;pistola;9 mm;girsan;1;1
23633681-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
24819501-2018;1;pistola;.380 auto (9x17 mm);imbel;1;2
28543871-2018;1;pistola;9 mm;taurus;1;2
33874591-2018;1;revólver;.38;taurus;1;2
49562041-2018;1;pistola;outros;taurus;1;2
49562041-2018;1;pistola;9 mm;glock;1;1
52734461-2018;1;pistola;9 mm;taurus;1;2
53182811-2018;1;revólver;.38;rossi;1;2
53182811-2018;1;espingarda;.22 long;rossi;1;2
58380641-2018;1;revólver;.38;rossi;1;1
58380641-2018;1;pistola;9 mm;s&w;1;1
61855241-2018;1;pistola;9 mm;taurus;1;2
64710771-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;2
74884431-2018;1;pistola;.22 lr;t.a.l.a.;1;1
83320191-2018;1;espingarda;36;indeterminado;1;1
94826281-2018;1;pistola;9 mm parabellum (9x19mm);canik;1;1
96960571-2018;1;pistola;9 mm;sarsilmaz;1;1
98790421-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
99110741-2018;1;revólver;.38;taurus;1;2
07358231-2018;1;revólver;.32;taurus;1;2
10092291-2018;1;pistola;.380 auto (9x17 mm);taurus;1;2
10631831-2018;1;espingarda;32  x  63,5 mm;não identificada;1;1
14075641-2018;1;pistola;9 mm;indeterminado;1;1
33773201-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
40703861-2018;1;pistola;.40 s&w (10 x 22);taurus;1;2
44589621-2018;1;revólver;.38 spl special + p;não identificada;1;1
46988811-2018;1;revólver;22;indeterminado;1;1
59237521-2018;1;pistola;.32 acp (7,65x17 mm);fn;1;1
64279761-2018;1;pistola;.380;taurus;1;2
71264511-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
86287741-2018;1;revólver;.38;rossi;1;2
88685821-2018;1;pistola;9 mm;taurus;1;2
98601281-2018;1;pistola;.380;taurus;1;2
04196361-2018;1;revólver;.38 spl;rossi;1;2
05026921-2018;1;fuzil;5,56 mm;não identificada;1;1
06350961-2018;1;revólver;.38 spl;rossi;1;2
07818671-2018;1;revólver;.32;taurus;1;1
08690871-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;2
11240181-2018;1;pistola;9 mm;taurus;1;2
11240181-2018;1;pistola;9 mm;glock;1;1
14042771-2018;1;pistola;9 mm luger (9x19mm);girsan;1;1
14042771-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
20467011-2018;1;pistola;.40;glock;1;1
22125881-2018;1;pistola;.380;taurus;1;2
32572251-2018;1;pistola;.40 s&w (10 x 22);glock;1;1
40971331-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
44310541-2018;1;pistola;.380 acp (9x17 mm);taurus;1;1
44588081-2018;1;pistola;9 mm luger (9x19mm);taurus;1;1
54777311-2018;1;pistola;.40 s&w (10 x 22);glock;1;1
60726361-2018;1;revólver;.38;rossi;1;2
61211851-2018;1;pistola;9 mm;sarsilmaz;1;1
77412381-2018;1;revólver;.32;taurus;1;1
77447451-2018;1;revólver;.38;taurus;1;2
79665121-2018;1;espingarda;12;cbc;1;2
80831331-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
86964271-2018;1;espingarda;.32;indeterminado;1;1
93251451-2018;1;revólver;.38;taurus;1;2
97022121-2018;1;revólver;.38;taurus;1;2
07520831-2018;1;revólver;.22 lr;castelo;1;2
07520831-2018;1;revólver;.38 spl;taurus;1;2
10346161-2018;1;pistola;.40 s&w (10 x 22);taurus;1;2
16792581-2018;1;revólver;.38 spl;taurus;1;1
18613171-2018;1;espingarda;12;indeterminado;1;1
20429381-2018;1;revólver;.44 magnum;s&w;1;1
20429381-2018;1;espingarda;12;armsan;1;1
32730571-2018;1;revólver;.38;não identificada;1;1
32730571-2018;1;pistola;9 mm;não identificada;1;1
32730571-2018;1;fuzil;5,56 mm;não identificada;1;1
34971681-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;1
38601931-2018;1;revólver;.32 s&w long;taurus;1;2
39279441-2018;1;pistola;7,65 mm browning (7,65x17 mm);taurus;1;2
39655451-2018;1;revólver;.32;não identificada;1;1
50209161-2018;1;revólver;.38;taurus;1;2
58911151-2018;1;revólver;.38 spl;taurus;1;2
62701161-2018;1;revólver;.38 spl;rossi;1;2
64289601-2018;1;fuzil;5,56 mm;não identificada;1;1
66270321-2018;1;pistola;9 mm;ruger;1;1
66270321-2018;1;pistola;9 mm;taurus;1;2
67904161-2018;1;pistola;.380;taurus;1;2
68175951-2018;1;revólver;.32;s&w;1;2
73443921-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
78731181-2018;1;pistola;9 mm;sarsilmaz;1;1
81273261-2018;1;revólver;.32 curto;indeterminado;1;2
85691521-2018;1;pistola;9 mm;bul;1;1
90991581-2018;1;pistola;9 mm luger (9x19mm);taurus;1;1
01027841-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
01027841-2018;1;pistola;.45 auto;não identificada;1;1
02950861-2018;1;pistola;9 mm;sig-sauer;1;1
07611941-2018;1;revólver;.38;taurus;1;2
07957141-2018;1;pistola;.45;taurus;1;2
12255601-2018;1;revólver;.38;taurus;1;2
22070141-2018;1;pistola;9 mm luger (9x19mm);taurus;1;1
24308901-2018;1;pistola;9 mm luger (9x19mm);fn;1;1
33712511-2018;1;pistola;.22 lr;walther;1;1
36708191-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
39704021-2018;1;pistola;.40 s&w (10 x 22);taurus;1;2
41801581-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
52658151-2018;1;pistola;9 mm luger (9x19mm);taurus;1;1
54880811-2018;1;revólver;.38;taurus;1;2
55793331-2018;1;pistola;.40 s&w (10 x 22);taurus;1;1
57189411-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
58146981-2018;1;pistola;9 mm luger (9x19mm);taurus;1;1
61789951-2018;1;pistola;9 mm;fm;1;1
71581581-2018;1;espingarda;20;não identificada;1;1
