controle;categoria;tipo;calibre;marca;quantidade;origem
14993921-2018;1;espingarda;28;não identificada;1;1
18687621-2018;1;revólver;.38 spl;rossi;1;2
18687621-2018;1;garrucha;.22;rossi;1;2
18687621-2018;1;carabina;.22;remington;1;1
18687621-2018;1;carabina;.22;winchester;1;1
18687621-2018;1;espingarda;32;rossi;1;2
18687621-2018;1;revólver;.38 spl;rossi;1;2
20183131-2018;1;espingarda;.32;indeterminado;1;2
20183131-2018;1;espingarda;.32;indeterminado;1;2
22794791-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
23293691-2018;1;pistola;9 mm;canik;1;1
32180381-2018;1;revólver;.32;taurus;1;1
35461141-2018;1;pistola;.40;não identificada;1;1
40828721-2018;1;revólver;32;não identificada;1;1
40901951-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
44880691-2018;1;espingarda;32;não identificada;1;1
49573661-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
50910701-2018;1;revólver;.38;taurus;1;2
57012451-2018;1;arma de fabricação caseira;28;não identificada;1;1
57953851-2018;1;pistola;6,35 mm;walther;1;1
57953851-2018;1;revólver;38 spl curto;taurus;1;2
57953851-2018;1;pistola;380 auto (9x17);imbel;1;2
57953851-2018;1;pistola;6,35 mm;beretta;1;2
57953851-2018;1;pistola;32;colt;1;1
72372301-2018;1;fuzil;.223 remington (5,56x45 mm);não identificada;1;1
72372301-2018;1;fuzil;.223 remington (5,56x45 mm);não identificada;1;1
73917501-2018;1;pistola;.45 auto;fmap;1;1
75221161-2018;1;pistola;9 mm;indeterminado;1;1
78205921-2018;1;garrucha;indeterminado;não identificada;1;2
85603421-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
85603421-2018;1;pistola;.40 auto;ruger;1;1
86043551-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
88951881-2018;1;pistola;.40;glock;1;1
91247531-2018;1;pistola;9 mm;taurus;1;2
92924661-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
97410871-2018;1;espingarda;indeterminado;indeterminado;1;1
97410871-2018;1;espingarda;indeterminado;indeterminado;1;1
97410871-2018;1;espingarda;indeterminado;indeterminado;1;1
98596411-2018;1;pistola;9 mm;glock;1;1
98596411-2018;1;pistola;40;glock;1;1
06944871-2018;1;carabina;.22;winchester;1;1
10713311-2018;1;pistola;.380;taurus;1;2
11838161-2018;1;pistola;9 mm;taurus;1;2
12003531-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
12675731-2018;1;revólver;.38 spl;taurus;1;2
12675731-2018;1;revólver;.38 spl;taurus;1;2
12675731-2018;1;revólver;.38 spl;taurus;1;2
12675731-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
14022491-2018;1;pistola;9 mm luger (9x19mm);sarsilmaz;1;1
28497701-2018;1;pistola;.40;glock;1;1
40679611-2018;1;revólver;.32 long;taurus;1;1
47351841-2018;1;pistola;.380;taurus;1;2
49071811-2018;1;pistola;9 mm;indeterminado;1;1
49576531-2018;1;revólver;.38 spl;taurus;1;2
53187191-2018;1;pistola;9 mm;cz;1;1
53187191-2018;1;revólver;.38;taurus;1;2
53187191-2018;1;revólver;.38;taurus;1;2
53187191-2018;1;pistola;9 mm;cz;1;1
61048151-2018;1;revólver;.32;indeterminado;1;2
63170091-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
68424561-2018;1;revólver;.32 long;taurus;1;2
73084451-2018;1;revólver;.38;taurus;1;2
75986281-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;1
76012411-2018;1;espingarda;20;não identificada;1;2
84963481-2018;1;revólver;38 spl;taurus;1;2
89499121-2018;1;revólver;.32 long;s&w;1;1
99518211-2018;1;pistola;9 mm;taurus;1;1
00924581-2018;1;revólver;indeterminado;indeterminado;1;1
06865341-2018;1;revólver;.32 s&w long;indeterminado;1;1
14916501-2018;1;pistola;.380;taurus;1;2
14916501-2018;1;espingarda;12;franchi;1;1
15918111-2018;1;pistola;.25 auto;taurus;1;2
16766701-2018;1;pistola;9 mm;glock;1;1
16766701-2018;1;pistola;9 mm;canik;1;1
24713171-2018;1;pistola;.40 s&w;taurus;1;1
40922771-2018;1;pistola;9 mm;taurus;1;2
43940341-2018;1;revólver;.38 spl;taurus;1;2
52775461-2018;1;revólver;.38;taurus;1;2
60940991-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
62170141-2018;1;pistola;.380 auto (9x17 mm);taurus;1;2
62170141-2018;1;revólver;.38 spl;taurus;1;2
68413651-2018;1;revólver;.32;taurus;1;1
72145421-2018;1;pistola;9 mm;bersa;1;1
79022221-2018;1;revólver;.38;indeterminado;1;1
92211431-2018;1;revólver;38 spl;rossi;1;2
93465431-2018;1;revólver;.38 spl;taurus;1;2
02317301-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
10234311-2018;1;pistola;9 mm;tanfoglio;1;1
25360481-2018;1;pistola;.40 s&w;glock;1;1
61544891-2018;1;revólver;38 spl;taurus;1;2
65407061-2018;1;revólver;.38 spl;taurus;1;2
67264091-2018;1;revólver;38 spl;rossi;1;1
74899341-2018;1;revólver;38 spl;taurus;1;2
87100221-2018;1;pistola;9 mm;taurus;1;2
90260961-2018;1;revólver;38 spl;não identificada;1;1
90586591-2018;1;pistola;9 mm;não identificada;1;1
94634001-2018;1;pistola;.40 s&w;glock;1;1
98675481-2018;1;pistola;40;taurus;1;2
03799531-2018;1;revólver;.44 magnum;taurus;1;2
13792751-2018;1;revólver;.22;rossi;1;1
16816751-2018;1;pistola;9 mm luger (9x19mm);taurus;1;1
31311171-2018;1;revólver;38 spl;taurus;1;2
43410341-2018;1;revólver;38 spl curto;taurus;1;2
50201821-2018;1;revólver;.38;não identificada;1;1
55579431-2018;1;pistola;.380;glock;1;1
58079871-2018;1;pistola;9 mm;glock;1;1
58111461-2018;1;revólver;.38;rossi;1;1
72566421-2018;1;revólver;.38 spl;taurus;1;2
72625211-2018;1;revólver;.38;indeterminado;1;1
81536341-2018;1;revólver;.38;taurus;1;1
88806811-2018;1;revólver;.38;rossi;1;1
03413771-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
05506751-2018;1;pistola;.380;taurus;1;2
06829811-2018;1;revólver;.22;rossi;1;2
06829811-2018;1;revólver;.38;taurus;1;2
07866311-2018;1;pistola;9 mm;taurus;1;2
11189801-2018;1;revólver;.38;não identificada;1;1
15949001-2018;1;pistola;.40;taurus;1;1
16445271-2018;1;revólver;.32;taurus;1;2
31226941-2018;1;revólver;.38;não identificada;1;1
33297551-2018;1;revólver;.32 long;taurus;1;2
44701011-2018;1;pistola;9 mm;taurus;1;2
45609311-2018;1;revólver;.38;rossi;1;2
54379821-2018;1;pistola;9 mm;taurus;1;1
54379821-2018;1;pistola;9 mm;glock;1;1
54379821-2018;1;pistola;9 mm;ruger;1;1
54379821-2018;1;pistola;9 mm;tara;1;1
56473791-2018;1;pistola;.40;taurus;1;2
59612281-2018;1;revólver;.32;colt;1;1
59612281-2018;1;revólver;.38;taurus;1;2
60789751-2018;1;pistola;.380;glock;1;1
66747261-2018;1;espingarda;11;cbc;1;2
78506001-2018;1;pistola;9 mm;não identificada;1;1
78506001-2018;1;pistola;9 mm;girsan;1;1
78506001-2018;1;pistola;9 mm;glock;1;1
78506001-2018;1;fuzil;.223 remington (5,56x45 mm);colt;1;1
78506001-2018;1;fuzil;5,56 mm;colt;1;1
79683881-2018;1;revólver;.38 spl;taurus;1;2
80929831-2018;1;revólver;.38;taurus;1;2
83520491-2018;1;pistola;.40 s&w;glock;1;1
86351941-2018;1;pistola;.32;walther;1;1
88675461-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;1
90560311-2018;1;revólver;38 spl;taurus;1;2
03439381-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
03849261-2018;1;pistola;9 mm;taurus;1;2
05780691-2018;1;espingarda;indeterminado;indeterminado;1;1
05780691-2018;1;espingarda;indeterminado;indeterminado;1;1
10940741-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
15756061-2018;1;revólver;.38;colt;1;2
17555811-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
20035061-2018;1;revólver;.38;taurus;1;2
21925931-2018;1;pistola;.45;glock;1;1
28151141-2018;1;pistola;9 mm;bersa;1;1
32009771-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;1
40108411-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;2
41145561-2018;1;pistola;.40;taurus;1;2
48086261-2018;1;revólver;.38;indeterminado;1;1
48086261-2018;1;espingarda;.32;indeterminado;1;1
49232671-2018;1;revólver;.38;taurus;1;2
52943901-2018;1;espingarda;12;não identificada;1;1
56831861-2018;1;espingarda;.38;urko;1;2
68029291-2018;1;pistola;45 colt;colt;1;1
68029291-2018;1;pistola;9 mm;taurus;1;2
72478491-2018;1;pistola;.45;taurus;1;2
73204401-2018;1;revólver;.38;taurus;1;2
73970791-2018;1;revólver;.357 magnum;taurus;1;1
80878961-2018;1;revólver;.38;rossi;1;2
88875171-2018;1;revólver;.38;taurus;1;2
98885641-2018;1;pistola;9 mm;taurus;1;2
00475671-2018;1;revólver;38 spl;taurus;1;2
01990381-2018;1;espingarda;12;boito;1;2
08870461-2018;1;revólver;.32;taurus;1;2
12765501-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
16325871-2018;1;revólver;.38;taurus;1;2
16934371-2018;1;arma de fabricação caseira;indeterminado;indeterminado;1;1
16934371-2018;1;arma de fabricação caseira;indeterminado;indeterminado;1;1
16934371-2018;1;arma de fabricação caseira;indeterminado;indeterminado;1;1
16934371-2018;1;arma de fabricação caseira;indeterminado;indeterminado;1;1
25913481-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
27348011-2018;1;revólver;.32;taurus;1;2
27348011-2018;1;espingarda;12;boito;1;2
27348011-2018;1;revólver;.38;taurus;1;2
27348011-2018;1;espingarda;12;boito;1;2
27348011-2018;1;espingarda;indeterminado;rossi;1;2
27348011-2018;1;espingarda;indeterminado;rossi;1;2
27348011-2018;1;revólver;.32;taurus;1;2
27348011-2018;1;revólver;.38;taurus;1;2
27348011-2018;1;revólver;.38;taurus;1;2
27348011-2018;1;espingarda;indeterminado;boito;1;2
27348011-2018;1;revólver;.38;rossi;1;2
27348011-2018;1;espingarda;indeterminado;rossi;1;2
27348011-2018;1;espingarda;12;boito;1;2
27348011-2018;1;revólver;.32;rossi;1;2
27348011-2018;1;revólver;.22;taurus;1;2
27348011-2018;1;espingarda;indeterminado;rossi;1;2
27348011-2018;1;pistola;7,65 mm;cz;1;1
27348011-2018;1;pistola;.22;s&w;1;2
27348011-2018;1;espingarda;12;magnum;1;2
27348011-2018;1;espingarda;indeterminado;boito;1;2
27348011-2018;1;revólver;.38;taurus;1;2
27348011-2018;1;espingarda;20;boito;1;2
27348011-2018;1;revólver;.22;taurus;1;2
27348011-2018;1;pistola;380 auto (9x17);taurus;1;2
27348011-2018;1;revólver;.32;taurus;1;2
33382601-2018;1;revólver;38 spl;não identificada;1;2
33637381-2018;1;espingarda;outros;não identificada;1;1
33685761-2018;1;pistola;.380;taurus;1;2
34195101-2018;1;revólver;.38;rossi;1;1
37771351-2018;1;pistola;.380 auto (9x17 mm);glock;1;1
38915021-2018;1;pistola;9 mm;glock;1;1
44491871-2018;1;pistola;.45 auto;colt;1;1
46794411-2018;1;pistola;.380 auto (9x17 mm);taurus;1;2
50345571-2018;1;espingarda;.32;não identificada;1;1
51951591-2018;1;revólver;38 spl curto;taurus;1;2
57348961-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;1
58505601-2018;1;revólver;.38;rossi;1;2
59275281-2018;1;pistola;.380 auto (9x17 mm);taurus;1;2
61973691-2018;1;revólver;.32 s&w long;ina;1;2
62636461-2018;1;outros;.32;indeterminado;1;1
62636461-2018;1;espingarda;.32;não identificada;1;1
62944281-2018;1;revólver;38 spl;rossi;1;2
64204021-2018;1;pistola;.380;taurus;1;2
69561061-2018;1;pistola;.380;taurus;1;1
72706761-2018;1;pistola;9 mm parabellum (9x19mm);taurus;1;2
74639641-2018;1;pistola;9 mm;indeterminado;1;1
84561231-2018;1;revólver;.38;taurus;1;2
84561231-2018;1;revólver;.38;taurus;1;2
91506751-2018;1;revólver;.22;rossi;1;2
93124701-2018;1;fuzil;.308 winchester (7,62x51 mm);fmap;1;1
93124701-2018;1;fuzil;.308 winchester (7,62x51 mm);d.p.m.s.;1;1
09017641-2018;1;pistola;9 mm;glock;1;1
27077491-2018;1;revólver;.32;indeterminado;1;2
27077491-2018;1;revólver;.38;taurus;1;2
27077491-2018;1;revólver;.38;taurus;1;2
27077491-2018;1;revólver;.38;taurus;1;2
30951591-2018;1;revólver;.38;rossi;1;2
31437431-2018;1;pistola;9 mm;indeterminado;1;1
32178831-2018;1;pistola;.40;glock;1;1
34275341-2018;1;revólver;.38 spl;taurus;1;2
47163921-2018;1;pistola;9 mm;zigana;1;1
49695961-2018;1;pistola;.380;taurus;1;2
57771211-2018;1;pistola;9 mm;canik;1;1
60735031-2018;1;revólver;.38;taurus;1;2
63323851-2018;1;pistola;9 mm;taurus;1;2
64447941-2018;1;revólver;.38;rossi;1;1
65062981-2018;1;pistola;.380;taurus;1;2
67763411-2018;1;pistola;.380;taurus;1;1
68286971-2018;1;pistola;9 mm;indeterminado;1;1
74494581-2018;1;revólver;38 spl;taurus;1;2
80403641-2018;1;pistola;9 mm;zigana;1;1
83529361-2018;1;revólver;38 spl;taurus;1;2
83550041-2018;1;revólver;.38;indeterminado;1;1
85199311-2018;1;revólver;.38 spl;taurus;1;1
85298831-2018;1;revólver;.38;rossi;1;1
88319761-2018;1;fuzil;.223 remington (5,56x45 mm);indeterminado;1;1
88631001-2018;1;pistola;7,65 mm;taurus;1;2
01447271-2018;1;pistola;.40;taurus;1;2
09633631-2018;1;pistola;9 mm;canik;1;1
25016141-2018;1;revólver;.32;taurus;1;2
27901711-2018;1;revólver;.38;taurus;1;2
30693911-2018;1;revólver;.38;taurus;1;2
31033081-2018;1;pistola;9 mm;tara;1;1
37193651-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
49219271-2018;1;pistola;.380;taurus;1;2
51721291-2018;1;arma de fabricação caseira;indeterminado;não identificada;1;1
53192901-2018;1;pistola;.380;taurus;1;2
60611251-2018;1;revólver;.32;taurus;1;2
60611251-2018;1;revólver;.38;taurus;1;2
73197881-2018;1;revólver;.38;taurus;1;2
76284411-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
84004031-2018;1;revólver;.38;rossi;1;1
84212391-2018;1;pistola;380 auto (9x17);taurus;1;2
86150661-2018;1;revólver;.38;indeterminado;1;1
92002591-2018;1;carabina;5,56 mm;armalite;1;1
92002591-2018;1;carabina;5,56 mm;armalite;1;1
97274401-2018;1;revólver;.32;taurus;1;2
06925821-2018;1;pistola;9 mm;zigana;1;1
12576531-2018;1;pistola;.380;taurus;1;2
14429861-2018;1;revólver;indeterminado;rossi;1;2
25213341-2018;1;revólver;.38 short;não identificada;1;1
27546761-2018;1;revólver;.32;taurus;1;2
28402711-2018;1;revólver;32;taurus;1;2
31357141-2018;1;revólver;.38;indeterminado;1;1
37745401-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;1
39033201-2018;1;revólver;.38;taurus;1;1
60602841-2018;1;pistola;.40;taurus;1;2
62678051-2018;1;revólver;.38;rossi;1;1
66082761-2018;1;revólver;.38;taurus;1;2
66082761-2018;1;pistola;9 mm;glock;1;1
77747201-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
80649141-2018;1;pistola;.45 auto;glock;1;1
80649141-2018;1;pistola;.40;glock;1;1
80649141-2018;1;revólver;.38 spl;taurus;1;1
80649141-2018;1;revólver;.32;ina;1;1
86008541-2018;1;pistola;9 mm;taurus;1;2
90257731-2018;1;fuzil;5,56 mm;colt;1;1
90257731-2018;1;pistola;40;glock;1;1
90257731-2018;1;pistola;9 mm;browning;1;1
90257731-2018;1;pistola;9 mm;taurus;1;2
94274951-2018;1;pistola;.380;taurus;1;2
06281321-2018;1;revólver;.38;rossi;1;2
16963681-2018;1;pistola;9 mm luger (9x19mm);taurus;1;1
16963681-2018;1;pistola;9 mm luger (9x19mm);taurus;1;1
25427191-2018;1;garrucha;indeterminado;indeterminado;1;1
32964861-2018;1;revólver;.38 spl;taurus;1;1
38750271-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
46815441-2018;1;pistola;9 mm;glock;1;1
46815441-2018;1;pistola;9 mm;glock;1;1
46815441-2018;1;pistola;40;glock;1;1
47141301-2018;1;revólver;.38;indeterminado;1;1
54659751-2018;1;pistola;9 mm parabellum (9x19mm);glock;1;1
55459491-2018;1;revólver;.38;taurus;1;2
98876701-2018;1;pistola;9 mm;taurus;1;2
02570941-2018;1;revólver;.38 spl;taurus;1;2
03006421-2018;1;revólver;38 spl;taurus;1;1
10131491-2018;1;fuzil;.223 remington (5,56x45 mm);bushmaster;1;1
10131491-2018;1;pistola;indeterminado;indeterminado;1;1
10131491-2018;1;pistola;indeterminado;indeterminado;1;1
10131491-2018;1;pistola;indeterminado;indeterminado;1;1
10131491-2018;1;pistola;indeterminado;indeterminado;1;1
10131491-2018;1;pistola;indeterminado;indeterminado;1;1
19420671-2018;1;pistola;40;glock;1;2
19420671-2018;1;fuzil;5,56 mm;d.p.m.s.;1;1
19420671-2018;1;pistola;9 mm;glock;1;1
19420671-2018;1;pistola;45 ar;glock;1;2
19420671-2018;1;pistola;9 mm;glock;1;1
28022861-2018;1;pistola;9 mm;indeterminado;1;1
28441071-2018;1;pistola;.40;glock;1;1
32317541-2018;1;revólver;indeterminado;indeterminado;1;2
35310961-2018;1;revólver;.22;taurus;1;2
38773641-2018;1;revólver;.38;rossi;1;1
39431721-2018;1;pistola;9 mm;bul;1;1
39807121-2018;1;pistola;9 mm;taurus;1;2
40456131-2018;1;pistola;9 mm;glock;1;1
40456131-2018;1;pistola;9 mm;tara;1;1
40456131-2018;1;pistola;9 mm;taurus;1;2
56901461-2018;1;revólver;.38;não identificada;1;1
62692901-2018;1;revólver;.38;rossi;1;2
65725931-2018;1;pistola;.40;taurus;1;2
66548261-2018;1;pistola;indeterminado;indeterminado;1;1
67091121-2018;1;pistola;.40 s&w;glock;1;1
69286101-2018;1;revólver;38 spl;rossi;1;2
72185161-2018;1;revólver;.32 long;taurus;1;2
73363461-2018;1;pistola;380 auto (9x17);taurus;1;2
73670201-2018;1;revólver;.38;indeterminado;1;1
89517751-2018;1;pistola;9 mm;canik;1;1
95859371-2018;1;revólver;.32 s&w short;s&w;1;1
00565051-2018;1;pistola;.380;taurus;1;2
02905171-2018;1;pistola;.380;taurus;1;2
03918491-2018;1;pistola;9 mm luger (9x19mm);canik;1;1
05703401-2018;1;pistola;.45;ruger;1;1
11990351-2018;1;revólver;.38 spl;taurus;1;2
13546401-2018;1;pistola;indeterminado;indeterminado;1;1
26868621-2018;1;pistola;9 mm;canik;1;1
39245251-2018;1;revólver;.32;geco;1;1
44144301-2018;1;pistola;.40;taurus;1;2
57931551-2018;1;revólver;38 spl;taurus;1;2
59476761-2018;1;pistola;.40;taurus;1;2
64946971-2018;1;pistola;40;glock;1;1
70176751-2018;1;revólver;32;não identificada;1;2
79427631-2018;1;revólver;.38;taurus;1;2
87613031-2018;1;pistola;9 mm;indeterminado;1;1
94291391-2018;1;carabina;12;cbc;1;1
95190601-2018;1;revólver;.32;taurus;1;2
00999471-2018;1;espingarda;indeterminado;não identificada;1;2
05690161-2018;1;pistola;.380;imbel;1;2
15573741-2018;1;pistola;9 mm;bersa;1;1
16381001-2018;1;revólver;.32;rossi;1;1
16847581-2018;1;revólver;.38;taurus;1;2
19890771-2018;1;pistola;9 mm;taurus;1;2
20500811-2018;1;revólver;.38;taurus;1;2
31518571-2018;1;revólver;32;indeterminado;1;2
34883711-2018;1;espingarda;.32;não identificada;1;1
41171851-2018;1;pistola;9 mm;glock;1;1
46051391-2018;1;revólver;.38;taurus;1;2
46051391-2018;1;revólver;.38 spl;taurus;1;2
58399711-2018;1;espingarda;12;boito;1;2
60408381-2018;1;pistola;9 mm;taurus;1;2
61638911-2018;1;fuzil;7,62;imbel;1;2
61638911-2018;1;fuzil;5,56 mm;colt;1;1
64194381-2018;1;pistola;.40;glock;1;1
65847131-2018;1;pistola;9 mm;s&w;1;1
70837171-2018;1;espingarda;12;zafer;1;1
77999161-2018;1;pistola;9 mm;taurus;1;2
88789231-2018;1;pistola;.380;glock;1;1
90690491-2018;1;revólver;38 spl;indeterminado;1;2
07839101-2018;1;revólver;.38;taurus;1;2
12751131-2018;1;pistola;9 mm;taurus;1;2
19821641-2018;1;revólver;.38;taurus;1;2
20439981-2018;1;revólver;.38;rossi;1;1
32869951-2018;1;espingarda;.22;indeterminado;1;1
40567231-2018;1;pistola;7,65 mm;taurus;1;2
41464591-2018;1;pistola;9 mm;canik;1;1
45878091-2018;1;pistola;.380;taurus;1;2
48887941-2018;1;revólver;.32;rossi;1;2
60368101-2018;1;pistola;.380;taurus;1;2
61890701-2018;1;submetralhadora;9 mm;steyr;1;1
61890701-2018;1;submetralhadora;9 mm;indeterminado;1;1
75057831-2018;1;pistola;outros;indeterminado;1;1
78413731-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
78413731-2018;1;pistola;9 mm;fm;1;1
78413731-2018;1;pistola;9 mm parabellum (9x19mm);glock;1;1
80191201-2018;1;revólver;.32;taurus;1;1
80397501-2018;1;fuzil;5,56 nato;anderson manufacturi;1;1
81268861-2018;1;pistola;38 spl;taurus;1;1
81485301-2018;1;pistola;.380;taurus;1;2
82629341-2018;1;pistola;9 mm;taurus;1;2
88515551-2018;1;pistola;9 mm;canik;1;1
98302581-2018;1;pistola;.45;girsan;1;1
08282881-2018;1;fuzil;outros;não identificada;1;1
12695361-2018;1;pistola;9 mm;taurus;1;1
12695361-2018;1;revólver;.38;taurus;1;1
14964401-2018;1;pistola;40;taurus;1;2
18386181-2018;1;pistola;outros;indeterminado;1;2
26747671-2018;1;espingarda;12;não identificada;1;2
29112071-2018;1;revólver;.38;indeterminado;1;2
30531531-2018;1;pistola;380 auto (9x17);bersa;1;1
31204261-2018;1;pistola;.380 auto (9x17 mm);taurus;1;2
33442071-2018;1;revólver;.38;taurus;1;2
41509811-2018;1;pistola;9 mm;glock;1;1
49463611-2018;1;pistola;.40;imbel;1;2
54670531-2018;1;pistola;9 mm;bersa;1;1
54670531-2018;1;pistola;.380;taurus;1;2
65536111-2018;1;revólver;.38;taurus;1;2
66573441-2018;1;pistola;9 mm;taurus;1;1
79172491-2018;1;garrucha;.22;rossi;1;2
92192951-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;1
98304381-2018;1;pistola;.380;taurus;1;2
00715191-2018;1;pistola;9 mm;taurus;1;1
03790761-2018;1;pistola;9 mm;glock;1;1
10220351-2018;1;pistola;9 mm;glock;1;1
17872481-2018;1;pistola;.380;taurus;1;2
24513041-2018;1;revólver;.38;taurus;1;2
33087281-2018;1;pistola;.380;taurus;1;2
37405431-2018;1;revólver;.38;indeterminado;1;1
43761301-2018;1;revólver;.38;não identificada;1;1
44523501-2018;1;revólver;.32;não identificada;1;1
59564661-2018;1;fuzil;5,56 mm;ruger;1;1
60760351-2018;1;revólver;indeterminado;indeterminado;1;1
61436841-2018;1;revólver;.38;taurus;1;2
78755291-2018;1;pistola;9 mm;taurus;1;2
87843771-2018;1;revólver;.32;tanque;1;1
01910231-2018;1;revólver;.38;taurus;1;2
02522331-2018;1;pistola;380 auto (9x17);taurus;1;2
06314361-2018;1;fuzil;5,56 mm;colt;1;1
06314361-2018;1;pistola;9 mm;canik;1;1
19211161-2018;1;pistola;9 mm;s&w;1;1
25211401-2018;1;pistola;9 mm;taurus;1;2
33103781-2018;1;revólver;.38;tac;1;2
33617871-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
36083431-2018;1;pistola;9 mm;s&w;1;1
36758811-2018;1;pistola;9 mm;cz;1;1
40141831-2018;1;pistola;9 mm;canik;1;1
44464951-2018;1;revólver;.32;rossi;1;2
49121281-2018;1;pistola;.40 s&w;glock;1;1
49310581-2018;1;espingarda;12;rossi;1;2
67624801-2018;1;pistola;9 mm;taurus;1;2
71033411-2018;1;revólver;.38;taurus;1;2
77181651-2018;1;fuzil;36;indeterminado;1;2
79242811-2018;1;pistola;9 mm;não identificada;1;1
06100101-2018;1;pistola;.380 auto (9x17 mm);taurus;1;1
12536911-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
32152561-2018;1;espingarda;32;rossi;1;2
32152561-2018;1;arma de fabricação caseira;outros;não identificada;1;2
36979211-2018;1;garrucha;.22;rossi;1;2
77502841-2018;1;revólver;.38;rossi;1;2
93486551-2018;1;pistola;9 mm parabellum (9x19mm);canik;1;1
96428911-2018;1;pistola;9 mm luger (9x19mm);glock;1;1
00470631-2018;1;pistola;9 mm;canik;1;1
04757911-2018;1;pistola;.380 acp (9x17 mm);taurus;1;2
09449141-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;1
22536971-2018;1;pistola;9 mm;indeterminado;1;1
26366661-2018;1;pistola;.380 auto (9x17 mm);beretta;1;1
33379221-2018;1;revólver;.38 spl;taurus;1;2
33379221-2018;1;pistola;.380;taurus;1;2
36135421-2018;1;revólver;.38;taurus;1;2
44161881-2018;1;garrucha;.22;não identificada;1;1
44161881-2018;1;revólver;.22;rossi;1;2
44493781-2018;1;revólver;.32 long;tanque;1;1
50733541-2018;1;revólver;.38 special (9 x 29,5 mm);rossi;1;1
51423721-2018;1;revólver;.32 s&w long;taurus;1;2
62268491-2018;1;pistola;9 mm luger (9x19mm);girsan;1;1
65103751-2018;1;outros;indeterminado;indeterminado;1;1
67981291-2018;1;revólver;.32 s&w long;tac;1;1
75994871-2018;1;revólver;.32 s&w long;taurus;1;2
81412531-2018;1;pistola;.40;cz;1;1
83891891-2018;1;revólver;38 spl;taurus;1;2
88748471-2018;1;espingarda;12;boito;1;2
93433741-2018;1;garrucha;.32;castelo;1;2
94495291-2018;1;pistola;9 mm luger (9x19mm);taurus;1;2
97618731-2018;1;revólver;.32 s&w long;ina;1;2
99831031-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;1
02433091-2018;1;espingarda;.22;urko;1;2
02433091-2018;1;espingarda;.44;indeterminado;1;1
05157871-2018;1;pistola;9 mm parabellum (9x19mm);taurus;1;2
14655751-2018;1;fuzil;.223 remington (5,56x45 mm);colt;1;1
17388371-2018;1;pistola;.380 auto (9x17 mm);taurus;1;2
17388371-2018;1;pistola;9 mm luger (9x19mm);taurus;1;1
19818561-2018;1;pistola;9 mm;taurus;1;2
25039791-2018;1;pistola;9 mm;taurus;1;2
25061611-2018;1;pistola;.380 auto (9x17 mm);taurus;1;2
25563991-2018;1;pistola;9 mm;sarsilmaz;1;1
27307901-2018;1;pistola;.40 s&w;glock;1;1
29668451-2018;1;fuzil;.223 remington (5,56x45 mm);colt;1;1
33109381-2018;1;pistola;.45;não identificada;1;1
39075541-2018;1;revólver;.38;taurus;1;2
39971521-2018;1;pistola;.40 s&w;glock;1;1
41196541-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;1
41737581-2018;1;revólver;.38 special (9 x 29,5 mm);taurus;1;2
42556911-2018;1;revólver;.32;ina;1;1
42556911-2018;1;revólver;.32;ina;1;1
42556911-2018;1;pistola;6,35 mm;beretta;1;2
42973421-2018;1;revólver;.38;colt;1;2
48850771-2018;1;fuzil;.223 remington (5,56x45 mm);colt;1;1
49121371-2018;1;pistola;.380 auto (9x17 mm);taurus;1;2
51951571-2018;1;pistola;9 mm luger (9x19mm);sarsilmaz;1;1
